	p_val	avg_logFC	pct.1	pct.2	p_val_adj	which_high
1700024G13Rik	6.93005895343193e-178	-0.748901740435627	0.044	0.414	2.29918565898011e-173	Ependymal
Cfap299	7.44857371898622e-178	-0.757097336656248	0.259	0.585	2.47121330274806e-173	Ependymal
Vit	9.81467239785087e-178	-0.793653424762596	0.243	0.581	3.25621386143498e-173	Ependymal
Pifo	1.17230173730509e-177	-0.684883611113789	0.488	0.728	3.8893454738571e-173	Ependymal
Dnah6	3.71958919824824e-177	-0.828148464445475	0.166	0.513	1.23404810830282e-172	Ependymal
Manf	5.05602985669726e-177	0.530029155539868	0.88	0.586	1.67743902555645e-172	Astroependymal
Chek2	4.36876336514982e-172	-0.815688716669426	0.169	0.522	1.44942462165576e-167	Ependymal
Gas6	5.24583475466505e-172	-0.810149728485352	0.294	0.591	1.74041059655522e-167	Ependymal
C1qbp	7.24331859357795e-171	0.56234739738319	0.692	0.378	2.40311580979136e-166	Astroependymal
Lgi1	7.96967484760997e-171	-0.749691245613125	0.092	0.452	2.64409902419156e-166	Ependymal
Dner	1.04549785399066e-170	-0.86225607848121	0.352	0.619	3.46864823018483e-166	Ependymal
Oxct1	6.55442175306673e-169	-0.731642584525182	0.44	0.667	2.17456050501495e-164	Ependymal
Pcsk1n	3.47188330168041e-168	-0.724387179145118	0.593	0.783	1.15186672299851e-163	Ependymal
Nr4a3	6.2699532390706e-168	-0.982232953698618	0.273	0.573	2.08018238612645e-163	Ependymal
Morn5	3.10207165822764e-167	-0.71170272323469	0.098	0.458	1.02917431405018e-162	Ependymal
Phkg1	4.15244371117129e-167	-0.674350115869116	0.06	0.42	1.3776562500553e-162	Ependymal
Ttc30b	4.90449226689202e-166	-0.702301301645731	0.209	0.535	1.62716339938677e-161	Ependymal
Rnh1	5.17045406637012e-166	0.516416491846594	0.867	0.585	1.71540154559961e-161	Astroependymal
Sparcl1	1.11064115765642e-165	-0.755078608607051	0.442	0.711	3.68477416875672e-161	Ependymal
Dnajc3	2.52629920191258e-165	-0.631282797677436	0.709	0.78	8.38150286218536e-161	Ependymal
Ccl2	5.22290698494277e-165	0.725783762928527	0.339	0.077	1.73280385039446e-160	Astroependymal
Plec	5.33074163976542e-164	0.653600668886308	0.771	0.431	1.76858015382497e-159	Astroependymal
BC005624	1.24974726590019e-163	-0.659177823025107	0.528	0.708	4.14628650407707e-159	Ependymal
Anp32b	7.50450613696908e-162	0.598905235963664	0.777	0.502	2.48977000106223e-157	Astroependymal
Hydin	1.67660207601808e-161	-0.772488718316705	0.11	0.447	5.56246270760517e-157	Ependymal
Spef2	3.58949016386183e-161	-0.791271808099236	0.302	0.585	1.19088515166444e-156	Ependymal
St3gal6	1.7232447371572e-160	-0.730642455113522	0.297	0.583	5.71720906446646e-156	Ependymal
Uckl1os	2.98054837058954e-160	-0.660607405655076	0.063	0.41	9.88856532910491e-156	Ependymal
Aebp1	1.92877031171126e-159	-0.64464566144643	0.754	0.823	6.39908126316443e-155	Ependymal
Hdc	9.59832267812915e-159	-0.710562658921898	0.153	0.489	3.18443551492291e-154	Ependymal
Ppil6	2.42675420912886e-157	-0.635643242101823	0.12	0.46	8.05124243962681e-153	Ependymal
Klf2	8.56398046103521e-157	-1.40296372983136	0.402	0.648	2.84127179755765e-152	Ependymal
1700028P14Rik	1.1798316129005e-156	-0.652641678752565	0.181	0.518	3.91432734212e-152	Ependymal
Bace2	1.28755961906872e-156	-0.75758588486727	0.221	0.538	4.2717365481843e-152	Ependymal
Spa17	4.11357602183459e-156	-0.70353805537307	0.335	0.611	1.36476111676406e-151	Ependymal
Pacrg	1.07781814311525e-155	-0.661072716584681	0.32	0.606	3.57587725341345e-151	Ependymal
Nuf2	6.5755826268728e-155	-0.8157488282832	0.227	0.535	2.18158104811759e-150	Ependymal
Fmn2	3.25847477878094e-154	-0.701582750877676	0.166	0.487	1.08106417735615e-149	Ependymal
Rbms1	5.201226965566e-154	0.500486687031177	0.682	0.355	1.72561107036583e-149	Astroependymal
Socs3	2.74542065195503e-153	-0.924467842544789	0.802	0.828	9.10848209699119e-149	Ependymal
Ogt	4.27796040766249e-153	-0.649551817525915	0.514	0.697	1.41929892445018e-148	Ependymal
Khk	5.25854366915051e-152	-0.64361956599858	0.092	0.43	1.74462703311406e-147	Ependymal
Tmsb4x	1.0612882207881e-150	0.692614721300304	1	0.995	3.52103593010866e-146	Astroependymal
Ccdc33	1.33248090968959e-150	-0.65823008483023	0.081	0.413	4.42077191407717e-146	Ependymal
Drc1	2.65467545881859e-150	-0.655192848595002	0.225	0.531	8.80741676972245e-146	Ependymal
Ccdc39	1.42085061393574e-149	-0.724383774310419	0.176	0.49	4.7139560818546e-145	Ependymal
1700094D03Rik	4.55904825592396e-149	-1.41518138917175	0.111	0.427	1.51255543986789e-144	Ependymal
Lrrc23	1.08407410029928e-148	-0.645450984010784	0.143	0.463	3.59663264256292e-144	Ependymal
Cfap97d2	5.91171688620035e-148	-0.633328288431635	0.147	0.472	1.96133031133469e-143	Ependymal
Dnah5	2.93340514840171e-147	-0.69329074147959	0.127	0.448	9.73215826085234e-143	Ependymal
Fam81b	6.95692363047802e-147	-0.610369188154342	0.06	0.386	2.30809855288369e-142	Ependymal
Usp2	1.29762130379898e-146	-0.68922901263813	0.294	0.573	4.30511819961386e-142	Ependymal
Rabl2	2.04913623198211e-146	-0.684200388360679	0.388	0.628	6.79841927684705e-142	Ependymal
Prelp	4.88254942687188e-146	-0.559389926988405	0.676	0.785	1.61988342335328e-141	Ependymal
Spef1	1.64238711181747e-145	-0.637593768872069	0.2	0.514	5.44894772087681e-141	Ependymal
C1qtnf3	4.77666282279601e-145	-0.625305748502933	0.039	0.363	1.58475342471903e-140	Ependymal
Tekt4	1.63075095216234e-144	-0.592015378484925	0.052	0.373	5.41034243398899e-140	Ependymal
Rtn4	3.39750324512567e-142	0.584112868680859	0.817	0.575	1.12718965163534e-137	Astroependymal
Ybx3	5.60123067145708e-142	0.530243609890115	0.564	0.268	1.85832029986932e-137	Astroependymal
Cfap65	3.84184601129167e-141	-0.616212189710261	0.093	0.407	1.27460925116624e-136	Ependymal
Ppp1r32	5.68718155476577e-141	-0.634260262737334	0.099	0.418	1.88683622442464e-136	Ependymal
Aldoc	7.98930873844644e-140	-1.0483842179468	0.338	0.609	2.65061296015438e-135	Ependymal
Clec3b	1.96883946347346e-138	-0.745804839405057	0.066	0.377	6.53201868796589e-134	Ependymal
Folr1	2.35687016043662e-138	-0.753302205476339	0.19	0.49	7.81938813128058e-134	Ependymal
Traf1	3.56852887410067e-138	-0.73024087522129	0.176	0.478	1.18393082456038e-133	Ependymal
Cdhr3	7.8102227807856e-138	-0.637442256461076	0.07	0.379	2.59119761198124e-133	Ependymal
Slc25a18	9.21279594264165e-138	-0.649042480252165	0.13	0.444	3.05652930989022e-133	Ependymal
Akap14	5.83132133742202e-137	-0.598216033771576	0.068	0.383	1.9346574801165e-132	Ependymal
Wdr78	1.1472680415885e-136	-0.67495115592955	0.285	0.546	3.80629118157817e-132	Ependymal
Cdkl4	2.08168566426752e-136	-0.578145990418316	0.102	0.411	6.90640852834033e-132	Ependymal
Nr4a1	1.84763060490952e-135	-0.863377698661415	0.499	0.698	6.12988405790832e-131	Ependymal
Cfap52	1.03759048205866e-133	-0.627842201264461	0.284	0.55	3.44241394232602e-129	Ependymal
Tctex1d1	1.546702011101e-133	-0.59393255215446	0.119	0.433	5.1314932622298e-129	Ependymal
Nme9	3.62948219206688e-133	-0.609753740269697	0.06	0.363	1.20415330686203e-128	Ependymal
Ypel3	2.22306518399922e-132	-0.598517960044349	0.406	0.649	7.37546336095421e-128	Ependymal
Fbxo36	2.426971374225e-132	-0.648239943255544	0.227	0.511	8.05196292826628e-128	Ependymal
Ccdc180	4.34412060986987e-132	-0.5648164280345	0.087	0.392	1.44124889473653e-127	Ependymal
Slc39a12	4.5369412649884e-132	-0.553852939407701	0.045	0.345	1.5052210034852e-127	Ependymal
Rsph9	5.80256437581177e-132	-0.621173341389461	0.352	0.595	1.92511678296307e-127	Ependymal
4933434E20Rik	7.26789008745256e-132	-1.15037591805004	0.63	0.739	2.41126789431414e-127	Ependymal
Hipk1	9.56349746756983e-132	-0.650333718640359	0.557	0.694	3.17288155481564e-127	Ependymal
Mns1	1.18886529535677e-131	-0.677697295207882	0.475	0.653	3.94429839040516e-127	Ependymal
Nfia	4.21321640523367e-131	-0.56591934397374	0.617	0.751	1.39781880676438e-126	Ependymal
Sox4	6.29295648421069e-131	0.538723198488535	0.818	0.52	2.08781417276658e-126	Astroependymal
Pnisr	6.9513640573919e-131	-0.590235406394056	0.604	0.72	2.30625405332091e-126	Ependymal
Rassf9	1.01314317237583e-129	-0.709862912982446	0.206	0.487	3.36130510299129e-125	Ependymal
Iqcg	1.45432854132141e-129	-0.612597315405573	0.402	0.615	4.82502580154205e-125	Ependymal
Ybx1	4.58319397394371e-129	0.618118013001105	0.863	0.682	1.5205662647353e-124	Astroependymal
Ift22	5.70295620406133e-129	-0.587982973826253	0.576	0.721	1.89206977982143e-124	Ependymal
Srsf5	2.10866663729441e-127	-0.528096429499469	0.721	0.794	6.99592330255168e-123	Ependymal
Thra	2.20080654818959e-127	-0.622923655601563	0.379	0.602	7.30161588492859e-123	Ependymal
Rsrp1	1.13767773647083e-126	-0.57217130395346	0.639	0.745	3.77447342628927e-122	Ependymal
Cd27	9.90048041285515e-125	-1.03348158641947	0.175	0.467	3.28468238657295e-120	Ependymal
Ccpg1os	3.25495852148665e-124	-0.609587064551514	0.318	0.571	1.07989758867363e-119	Ependymal
Hspa1b	4.65366478349678e-124	-1.06190903934185	0.159	0.442	1.54394636522073e-119	Ependymal
Zp3	5.99478596560117e-124	-0.562806328038139	0.041	0.328	1.9888901398075e-119	Ependymal
Oscp1	1.0585612867253e-123	-0.589931795983858	0.405	0.617	3.51198878096854e-119	Ependymal
2010001K21Rik	1.13927419218566e-123	-0.601094443722999	0.038	0.318	3.77976998741437e-119	Ependymal
Fam47e	2.44872568837834e-123	-0.553235646158706	0.081	0.373	8.12413721633282e-119	Ependymal
Ccdc81	2.86561815512919e-123	-0.52488781292779	0.087	0.378	9.50726135327212e-119	Ependymal
Endog	3.2059112268096e-123	-0.658369505304719	0.326	0.564	1.06362516771862e-118	Ependymal
Ldhb	3.87168671069822e-123	-0.56500450729568	0.491	0.689	1.28450950000835e-118	Ependymal
Timp2	4.23878275719772e-123	-0.663986865398135	0.475	0.647	1.40630095535549e-118	Ependymal
Dnah9	4.95738539359492e-123	-0.627145683455516	0.176	0.453	1.64471175203299e-118	Ependymal
Ift20	4.99255522781499e-123	-0.614675060951882	0.552	0.689	1.65638004793218e-118	Ependymal
Jund	5.28487291030458e-123	-0.776800013529083	0.649	0.748	1.75336228545175e-118	Ependymal
Synj1	2.96440464408387e-122	-0.612560362590864	0.221	0.485	9.83500528767707e-118	Ependymal
Cetn4	5.83305729507922e-122	-0.647120802912097	0.353	0.585	1.93523341878843e-117	Ependymal
Slc14a2	1.16532592916306e-121	-0.642153742342933	0.131	0.42	3.86620183518428e-117	Ependymal
Nmb	5.97140023150142e-121	-0.575724094642124	0.07	0.354	1.98113145480523e-116	Ependymal
Cspp1	2.79542879751868e-120	-0.655147408052012	0.406	0.598	9.27439412152772e-116	Ependymal
6820408C15Rik	6.51253747350069e-120	-0.574565505660599	0.165	0.449	2.16066455758332e-115	Ependymal
Sptan1	1.61465069472202e-119	-0.648816246634257	0.536	0.668	5.35692660987926e-115	Ependymal
Acot5	2.43980413107712e-119	-0.675872109511034	0.16	0.44	8.09453816567457e-115	Ependymal
Ezr	8.23859201239629e-119	0.544148184724051	0.939	0.789	2.73331767195272e-114	Astroependymal
Naaa	5.47635223406728e-118	-0.589832587433381	0.2	0.476	1.8168893806965e-113	Ependymal
Stmnd1	7.07292805128537e-118	-0.553594843798054	0.081	0.36	2.34658533957495e-113	Ependymal
Cabcoco1	1.0266516245443e-117	-0.571445255077068	0.063	0.342	3.40612209475063e-113	Ependymal
Kif9	1.35793873792097e-117	-0.578874111708952	0.178	0.448	4.5052333508004e-113	Ependymal
Dmd	3.55836556705058e-117	-0.671619488849939	0.165	0.432	1.18055894418037e-112	Ependymal
Ipo11	8.12141111960743e-117	-0.621531642884612	0.255	0.512	2.69444056715216e-112	Ependymal
4930578M01Rik	1.68159817526225e-116	-0.522464696032516	0.044	0.315	5.57903826606756e-112	Ependymal
Dnaja4	1.8704025238588e-116	-0.637507097001914	0.269	0.515	6.20543445340633e-112	Ependymal
Catip	3.96776180202128e-116	-0.55986466043741	0.262	0.516	1.3163843330566e-111	Ependymal
Kcnj10	4.38548715117885e-116	-0.555533245193937	0.144	0.436	1.45497307214661e-111	Ependymal
Cfap44	5.7125264237492e-116	-0.62523075276963	0.2	0.461	1.89524489160727e-111	Ependymal
Dnaic1	6.93407650153951e-116	-0.52108071362751	0.092	0.369	2.30051856091576e-111	Ependymal
Mettl7a1	1.12873191443292e-115	-0.541897287143061	0.071	0.349	3.74479387251409e-111	Ependymal
Nr2f1	1.2414857493782e-115	-0.633778453943337	0.393	0.594	4.11887727071205e-111	Ependymal
Pcsk2	2.95244053601193e-114	-0.699561711325708	0.317	0.548	9.79531196632678e-110	Ependymal
Cfap46	9.72456402153978e-114	-0.523518041536465	0.093	0.367	3.22631860542625e-109	Ependymal
Smpdl3a	3.20207230686525e-113	-0.549399185373125	0.223	0.496	1.06235152924868e-108	Ependymal
Spag8	4.06629649385995e-113	-0.52206430448271	0.124	0.402	1.34907518776792e-108	Ependymal
Adamts20	4.2721496440618e-113	-0.574696556570858	0.164	0.43	1.41737108741038e-108	Ependymal
Cfap43	7.25183747962579e-113	-0.615725400983268	0.207	0.461	2.40594212061545e-108	Ependymal
Rgcc	1.26672329617974e-112	-0.634410731725765	0.499	0.682	4.20260787973552e-108	Ependymal
Arvcf	1.90459534854266e-112	-0.58586056508297	0.156	0.422	6.31887598785998e-108	Ependymal
Itpkb	4.27010090007032e-112	-0.574815897376844	0.58	0.706	1.41669137561633e-107	Ependymal
Ddr1	4.99034337217216e-112	-0.509629596486482	0.648	0.753	1.65564622058556e-107	Ependymal
Maats1	7.16068111875656e-112	-0.508636723446623	0.104	0.375	2.37569917476986e-107	Ependymal
Cfap77	2.17932426563714e-111	-0.584839329323941	0.299	0.537	7.23034411610434e-107	Ependymal
Tspan6	2.21181995576773e-111	-0.593790466416711	0.461	0.633	7.3381550672506e-107	Ependymal
Pink1	2.37842704907703e-111	-0.573846887843602	0.246	0.493	7.89090742072286e-107	Ependymal
Nkx6-1	3.55008067168558e-111	-0.616708177251221	0.354	0.566	1.17781026444512e-106	Ependymal
Ttll3	3.29653626062993e-110	-0.569390327335874	0.148	0.411	1.09369183518919e-105	Ependymal
Tceal1	5.80290635435475e-110	-0.586727806556187	0.266	0.513	1.92523024118427e-105	Ependymal
Tcp11l2	1.4457204876932e-109	-0.521179124708513	0.157	0.425	4.79646686201974e-105	Ependymal
Mapk15	2.06427126924123e-109	-0.578173235842205	0.205	0.462	6.84863278996163e-105	Ependymal
Ly6h	5.79614694182728e-109	-0.81891878767878	0.506	0.663	1.92298767089004e-104	Ependymal
Fam13a	2.54516590412451e-108	-0.551426956817362	0.076	0.342	8.4440969201139e-104	Ependymal
Amotl2	4.87747371250267e-108	-0.731865954619091	0.235	0.475	1.61819945359701e-103	Ependymal
Slc1a3	5.1124857135917e-108	-0.591844147794493	0.302	0.549	1.69616938519832e-103	Ependymal
Rcn2	4.97643706819779e-107	-0.562608179625955	0.688	0.741	1.65103252611598e-102	Ependymal
Pbxip1	7.06682845169685e-107	-0.569633664905479	0.432	0.639	2.34456167541946e-102	Ependymal
Dthd1	1.09647690270681e-106	-0.529597124675257	0.135	0.398	3.6377814201104e-102	Ependymal
Aqp4	5.34123431602065e-106	-0.585421672588497	0.104	0.375	1.77206130902617e-101	Ependymal
Tigd2	7.88956636656982e-106	-0.580118658951414	0.278	0.508	2.61752143343687e-101	Ependymal
Scg5	2.89585410557121e-105	-0.581482089680769	0.346	0.559	9.60757516605361e-101	Ependymal
C230072F16Rik	6.98918303697396e-105	-0.524234331180578	0.148	0.412	2.31880125617685e-100	Ependymal
Cfap45	9.97365615406943e-105	-0.528697753841511	0.514	0.669	3.30895990223562e-100	Ependymal
Plekhb1	3.47986257950885e-104	-0.579908645903624	0.375	0.591	1.15451400800365e-99	Ependymal
Tmem47	2.74449163246763e-103	-0.589219578770807	0.608	0.694	9.10539988903786e-99	Ependymal
Oard1	2.82448380147118e-103	-0.565127326483683	0.387	0.579	9.37078990814094e-99	Ependymal
Cfap206	3.76805018138203e-103	-0.541643064261207	0.293	0.527	1.25012600867712e-98	Ependymal
Rbfox1	3.34646370771217e-102	-0.565539061249112	0.129	0.383	1.11025626430766e-97	Ependymal
6330403K07Rik	1.88031309807303e-101	-0.550069087259736	0.237	0.493	6.2383147654769e-97	Ependymal
Msi2	6.33753742183563e-101	-0.591827285057127	0.617	0.688	2.10260479044241e-96	Ependymal
Ckap5	5.24389339831106e-100	-0.547128093176033	0.451	0.604	1.73976651275766e-95	Ependymal
Phip	2.55974933484431e-99	-0.600598260351382	0.462	0.612	8.49248036821298e-95	Ependymal
Etfa	3.25747172006342e-99	-0.532942128431514	0.563	0.675	1.08073139256544e-94	Ependymal
Prxl2a	1.02248325010994e-98	-0.50984194213856	0.573	0.709	3.39229267888974e-94	Ependymal
Hspa4l	1.48335620423537e-98	-0.611580876961442	0.511	0.635	4.9213308787917e-94	Ependymal
Drc7	2.50300523080587e-98	-0.529850031423972	0.224	0.459	8.30422045424463e-94	Ependymal
Dcdc2a	4.15186343670285e-98	-0.522487935592276	0.166	0.407	1.3774637323949e-93	Ependymal
Hspa1a	9.49201570383007e-98	-0.967258574036923	0.348	0.575	3.1491660500597e-93	Ependymal
Nfix	9.81122980134841e-98	-0.512790302333846	0.629	0.705	3.25507171119336e-93	Ependymal
Hmgn5	1.02573679592313e-97	-0.590065670643738	0.239	0.469	3.40308696783418e-93	Ependymal
Ubl3	8.90952031640894e-97	-0.5646797134246	0.483	0.615	2.95591155537499e-92	Ependymal
Calb1	1.06131053735713e-96	-0.563345890063041	0.014	0.241	3.52110996978975e-92	Ependymal
Mid1ip1	3.67129141221124e-96	-0.541847571139453	0.658	0.723	1.21802435182932e-91	Ependymal
Fxyd1	6.49523206163934e-96	-0.575306057350675	0.715	0.819	2.15492314109008e-91	Ependymal
Ccdc30	1.02674305552146e-95	-0.530252583148267	0.221	0.449	3.40642543530353e-91	Ependymal
Lrriq1	4.28755874214509e-94	-0.562400333529314	0.233	0.458	1.42248336388148e-89	Ependymal
Ncam1	4.79558547149867e-94	-0.571075845406706	0.5	0.632	1.59103139187911e-89	Ependymal
2610301B20Rik	1.65372696699478e-93	-0.528332413432014	0.347	0.542	5.48656995839859e-89	Ependymal
Lmo4	2.63367847510321e-93	-0.541996845390946	0.701	0.742	8.73775507684991e-89	Ependymal
Crygn	1.07968950634069e-92	-0.719635617401822	0.388	0.578	3.58208587518651e-88	Ependymal
Csrp2	6.16984413640641e-92	-0.510542150243694	0.598	0.717	2.04696918913555e-87	Ependymal
Gm11992	4.30023699240064e-91	-0.517919584893736	0.226	0.449	1.42668962696876e-86	Ependymal
Pih1d2	2.80856812287389e-90	-0.508564740882985	0.311	0.512	9.3179864612587e-86	Ependymal
Ttc8	3.23285706651924e-90	-0.541765748783105	0.279	0.483	1.07256498895909e-85	Ependymal
Ids	5.18684046157205e-90	-0.553313261436557	0.271	0.475	1.72083805993576e-85	Ependymal
Ccdc114	6.75109521969345e-89	-0.533632503673302	0.324	0.516	2.2398108610377e-84	Ependymal
Hopx	9.6789597950242e-89	-0.64820274132045	0.21	0.424	3.21118849119518e-84	Ependymal
Dalrd3	5.1990411256867e-87	-0.50761930794129	0.535	0.642	1.72488587426908e-82	Ependymal
Synm	6.36439893351504e-87	-0.568666521384632	0.246	0.453	2.11151663417228e-82	Ependymal
Scd2	9.12515547057263e-87	-0.524845035446882	0.666	0.733	3.02745283047188e-82	Ependymal
Wdr66	2.74726135163441e-86	-0.549052296640054	0.339	0.521	9.11458898631747e-82	Ependymal
Tob1	3.41265864319169e-85	-0.635341057877347	0.468	0.597	1.13221775805171e-80	Ependymal
Dusp1	4.81040829226049e-83	-0.671266745628107	0.64	0.749	1.59594915912326e-78	Ependymal
Myo10	5.81946913096843e-83	-0.51773185116554	0.336	0.517	1.9307252735814e-78	Ependymal
Ahnak	6.5625740716084e-83	0.632136907697638	0.725	0.501	2.17726519973752e-78	Astroependymal
Pi15	1.30408074859224e-82	-0.501252734877949	0.118	0.341	4.32654869960446e-78	Ependymal
Cfap69	2.22637814138804e-82	-0.508695254827146	0.259	0.461	7.38645475968309e-78	Ependymal
Sdc2	4.35985462431178e-82	-0.529522851754097	0.392	0.551	1.44646896870792e-77	Ependymal
Cep126	1.95644641978102e-81	-0.534336198786964	0.206	0.414	6.49090228690747e-77	Ependymal
Zfr	5.46052404019444e-80	-0.54425235148937	0.556	0.635	1.81163806081531e-75	Ependymal
Strbp	1.93358238741235e-79	-0.556107838549072	0.337	0.509	6.41504628671795e-75	Ependymal
Fzd3	2.14034837388851e-79	-0.597259542535529	0.406	0.54	7.10103380004991e-75	Ependymal
Macf1	7.50152494394248e-79	-0.578468147561033	0.572	0.662	2.4887809306518e-74	Ependymal
Timp4	1.5255543446119e-78	-0.508318172014904	0.137	0.36	5.0613316491189e-74	Ependymal
Slc38a1	3.27673098529295e-78	-0.519869774987709	0.651	0.694	1.08712103899064e-73	Ependymal
Wdr60	8.27692319036111e-76	-0.513291700024556	0.3	0.477	2.74603480686611e-71	Ependymal
Slc38a2	1.88679151412371e-74	-0.6995741558495	0.596	0.653	6.25980820640823e-70	Ependymal
Ednrb	3.28218852055529e-74	-0.541748847705532	0.463	0.595	1.08893168546463e-69	Ependymal
Arhgap5	3.47124979385101e-74	-0.637985672889381	0.559	0.622	1.15165654410595e-69	Ependymal
Meg3	7.86040223068879e-72	-0.584554567246196	0.79	0.823	2.60784564807562e-67	Ependymal
Pnrc1	2.06184534420064e-71	-0.573462570738958	0.491	0.608	6.84058429845446e-67	Ependymal
Slc4a4	2.30720186589205e-71	-0.528387835360189	0.227	0.417	7.65460363047004e-67	Ependymal
Hspa4	4.3248014236255e-70	-0.561372372513054	0.615	0.668	1.43483936831623e-65	Ependymal
Ccdc74a	2.66882453919452e-68	-0.519973045391332	0.346	0.497	8.85435917368567e-64	Ependymal
Pura	1.10674212387379e-67	-0.550120735263789	0.521	0.595	3.67183834437608e-63	Ependymal
mt-Nd4l	2.7060292542166e-65	-0.535640754059072	0.673	0.687	8.97779325671442e-61	Ependymal
Dnajb1	5.3394788909081e-64	-0.817855890497681	0.391	0.518	1.77147891163658e-59	Ependymal
Gm19935	8.33473808574442e-64	-0.563502270863052	0.547	0.63	2.76521605470743e-59	Ependymal
Tent5a	4.39914477133152e-62	-0.544414293734143	0.197	0.38	1.45950426078466e-57	Ependymal
Dbp	1.90419259555978e-59	-0.507654927227524	0.284	0.452	6.31753977428868e-55	Ependymal
Cdr1os	4.2567768999346e-59	-0.83723277664626	0.345	0.491	1.4122708720913e-54	Ependymal
Cryab	3.94803848959357e-56	0.64498030785567	0.559	0.371	1.30984072969246e-51	Astroependymal
Stmn1	1.09387495253092e-55	0.713747917366865	0.559	0.349	3.62914893001182e-51	Astroependymal
H4c8	1.48155766255975e-54	-0.525464956874885	0.135	0.306	4.91536385707449e-50	Ependymal
Ier2	1.72250392755707e-54	-0.596559263413485	0.75	0.73	5.71475128045611e-50	Ependymal
Ppp1r15a	5.01822260621244e-53	-0.510121426488442	0.639	0.669	1.6648957140631e-48	Ependymal
Tagln	4.75126938939018e-51	0.793843580002752	0.291	0.134	1.57632864531798e-46	Astroependymal
Nme2	5.43438800156506e-46	0.675920260054046	0.566	0.402	1.80296690727924e-41	Astroependymal
Rhob	2.44637411463187e-41	-0.539640665435876	0.609	0.63	8.11633540011414e-37	Ependymal
H1f2	2.81710485848351e-39	-0.501580980860828	0.275	0.402	9.34630878899073e-35	Ependymal
Fabp7	0.000604263676690987	0.642848991363782	0.266	0.328	1	Astroependymal
