	p_val	avg_logFC	pct.1	pct.2	p_val_adj	which_high
Gm4876	9.74542502986102e-13	0.262421070529265	0.304	0.201	3.23323966215699e-08	OPC-A
Maged1	1.00590758342359e-12	0.226618472584078	0.866	0.899	3.33729958952446e-08	OPC-A
Ell2	1.01133437352913e-12	-0.0635138249084174	0.106	0.216	3.3553040510576e-08	OPC-B
Pak7	1.01499557826557e-12	0.14318469974669	0.139	0.046	3.36745083001168e-08	OPC-A
Drg1	1.01797281573367e-12	-0.0717286763526183	0.393	0.608	3.37732841075961e-08	OPC-B
Higd1a	1.04882075915591e-12	-0.250051472823506	0.632	0.834	3.47967263265156e-08	OPC-B
Raly	1.06261147135909e-12	-0.0827507419271911	0.422	0.651	3.52542607852806e-08	OPC-B
Polr2g	1.07124489376483e-12	-0.118367326640624	0.558	0.774	3.55406918404357e-08	OPC-B
Coa5	1.0717407661084e-12	-0.0310802425096959	0.177	0.323	3.55571433971784e-08	OPC-B
Gle1	1.09330850380439e-12	-0.0232974421054467	0.185	0.343	3.62726962307182e-08	OPC-B
Zfp704	1.10370352186876e-12	0.241227903594495	0.297	0.191	3.66175717450398e-08	OPC-A
Gtf2h4	1.14585637766786e-12	-0.0284975253628212	0.14	0.271	3.80160770418865e-08	OPC-B
Chchd2	1.16305729239621e-12	-0.125610425464793	0.967	0.996	3.8586751789829e-08	OPC-B
Enpp5	1.16463893788233e-12	0.272939946605993	0.35	0.255	3.86392260421222e-08	OPC-A
Cdk16	1.18311725595e-12	-0.0484888022310314	0.267	0.448	3.9252281200653e-08	OPC-B
Ppp1r14b	1.18461701472153e-12	0.27509066728313	0.864	0.836	3.93020386974163e-08	OPC-A
Rab14	1.21145208468788e-12	0.169505233258294	0.883	0.921	4.01923458136899e-08	OPC-A
Nlgn2	1.21983634566294e-12	0.288641014014065	0.551	0.539	4.04705104400595e-08	OPC-A
Rubcn	1.22957799543961e-12	-0.0449259997553047	0.167	0.309	4.07937091546999e-08	OPC-B
Ndel1	1.23375998908304e-12	-0.0624616757431561	0.273	0.455	4.0932455157808e-08	OPC-B
Mipol1	1.24525020374023e-12	-0.0410163911901985	0.085	0.187	4.13136660094897e-08	OPC-B
Dnlz	1.25892159586113e-12	-0.0700184248364899	0.421	0.655	4.17672417858847e-08	OPC-B
Wasf1	1.26552160170883e-12	0.233784912784733	0.368	0.267	4.19862101798939e-08	OPC-A
Aamdc	1.29821437127984e-12	0.297145502228065	0.475	0.398	4.30708581959511e-08	OPC-A
Snhg3	1.33874290927919e-12	-0.156097754674972	0.187	0.307	4.44154735011558e-08	OPC-B
Lrrc7	1.35287733391253e-12	0.181257418244253	0.222	0.116	4.48844113072161e-08	OPC-A
Ppat	1.36777215163362e-12	-0.0496016540665978	0.107	0.219	4.53785766747484e-08	OPC-B
Rsrc2	1.39451348108296e-12	0.262101305957377	0.711	0.758	4.62657737618894e-08	OPC-A
Nup50	1.4282299867436e-12	-0.0397205568696722	0.206	0.365	4.73843862701924e-08	OPC-B
Jam3	1.44388247495474e-12	0.273804969276969	0.625	0.63	4.79036888715733e-08	OPC-A
Mycbp	1.4515706352317e-12	-0.0464509513355594	0.109	0.223	4.8158758965082e-08	OPC-B
Carm1	1.4547672989335e-12	-0.0490050430501256	0.112	0.228	4.82648146767166e-08	OPC-B
Pcdh7	1.45992098480687e-12	0.305672451005723	0.479	0.441	4.84357985129375e-08	OPC-A
Camk2b	1.48788234844033e-12	0.192869967784166	0.247	0.139	4.93634726742049e-08	OPC-A
Arpc4	1.54557020440844e-12	-0.0786938180117212	0.525	0.756	5.12773826716589e-08	OPC-B
Slc52a2	1.55590882402482e-12	-0.0195732805344669	0.157	0.294	5.16203870546715e-08	OPC-B
Naa15	1.55626440846378e-12	-0.104056614006275	0.406	0.616	5.16321842796029e-08	OPC-B
Psmc2	1.56632393764946e-12	-0.111407669884999	0.573	0.773	5.1965929279396e-08	OPC-B
Prox1	1.57219625130951e-12	0.165181255385403	0.18	0.079	5.21607550296956e-08	OPC-A
Ddit4	1.60948830612762e-12	0.26977258883866	0.373	0.268	5.33979935323962e-08	OPC-A
Ubqln1	1.61119677865637e-12	-0.103354624287173	0.374	0.571	5.34546755254824e-08	OPC-B
Timm50	1.62553182558615e-12	-0.0447136595363036	0.375	0.597	5.39302693774716e-08	OPC-B
Eif3m	1.62991900464508e-12	-0.121665156527236	0.639	0.832	5.40758228171099e-08	OPC-B
Cndp2	1.64017242022158e-12	-0.0444424712389635	0.276	0.461	5.44160003856915e-08	OPC-B
Pithd1	1.64854572195856e-12	-0.127231698756604	0.357	0.531	5.46938014174192e-08	OPC-B
Wscd1	1.65802985916537e-12	0.23055099917398	0.738	0.76	5.50084566375294e-08	OPC-A
Dhx29	1.65994663328352e-12	-0.0322638278499049	0.159	0.299	5.50720494524475e-08	OPC-B
Ndufb4	1.67071643186312e-12	0.193953557677268	0.873	0.916	5.54293590599226e-08	OPC-A
Sgcd	1.69618754021946e-12	0.112750922549332	0.119	0.034	5.62744140218611e-08	OPC-A
Junb	1.70715400822812e-12	0.613631315142647	0.763	0.852	5.66382485309844e-08	OPC-A
Gm9844	1.7154951559969e-12	-0.0348544635128332	0.038	0.11	5.6914982790509e-08	OPC-B
Grtp1	1.7538835423836e-12	0.156739973859291	0.129	0.041	5.81885942856606e-08	OPC-A
Tarbp2	1.7729761267327e-12	-0.025124281837009	0.12	0.241	5.88220289566109e-08	OPC-B
Slc38a2	1.79155463432514e-12	0.297534185338681	0.673	0.687	5.94384081030053e-08	OPC-A
Adora2b	1.81846765087712e-12	0.140506081090518	0.117	0.032	6.03313012531503e-08	OPC-A
Cys1	1.82206455831704e-12	0.111182298929513	0.103	0.023	6.04506358512844e-08	OPC-A
Tmem9	1.86498149949097e-12	0.320545944017137	0.456	0.389	6.18744912086118e-08	OPC-A
Mcrip2	1.87884541584124e-12	-0.065611040356321	0.121	0.237	6.23344543613649e-08	OPC-B
Mrpl22	1.90621718965543e-12	-0.0525537881884635	0.325	0.534	6.32425677011981e-08	OPC-B
Srsf3	1.92627771801804e-12	-0.146154860244228	0.867	0.95	6.39081158506845e-08	OPC-B
Pak6	1.97326833927894e-12	-0.0363227667096969	0.077	0.174	6.54671236922575e-08	OPC-B
Wdr75	1.9796648488548e-12	-0.0530078566411027	0.197	0.351	6.56793406904557e-08	OPC-B
Snrnp40	1.98314491573517e-12	-0.0526616745864607	0.313	0.509	6.57947988693458e-08	OPC-B
Pitpna	1.99479619075496e-12	-0.16058661272256	0.45	0.622	6.61813532206773e-08	OPC-B
Wdr3	1.99842150476749e-12	-0.0536242650257832	0.102	0.211	6.63016302636711e-08	OPC-B
Ola1	2.05113205795612e-12	-0.0894631008139188	0.447	0.659	6.80504082868103e-08	OPC-B
Rbm18	2.09609481442555e-12	-0.0764369080303011	0.329	0.53	6.95421376581963e-08	OPC-B
Rer1	2.09694920289973e-12	-0.119678002652106	0.751	0.897	6.95704837046042e-08	OPC-B
Ndn	2.11306514616456e-12	0.295637109963425	0.628	0.613	7.01051623543016e-08	OPC-A
Max	2.13429626405278e-12	-0.0687828939852034	0.382	0.597	7.08095471524791e-08	OPC-B
Hsp90b1	2.13814047520052e-12	0.198516438376333	0.854	0.901	7.09370865457278e-08	OPC-A
Fcho2	2.14179910524082e-12	0.253717673482493	0.344	0.253	7.10584689145745e-08	OPC-A
Cacnb4	2.19369357383055e-12	0.210892687202684	0.252	0.144	7.2780171698976e-08	OPC-A
Socs5	2.20720548609982e-12	-0.0840297112481299	0.176	0.311	7.32284564123336e-08	OPC-B
Rasl10b	2.2459523122966e-12	0.135587971049126	0.136	0.046	7.45139598650644e-08	OPC-A
Elac2	2.2633818736428e-12	-0.0537569426368487	0.132	0.255	7.50922204218471e-08	OPC-B
Utp3	2.2918760661539e-12	-0.0445242938821274	0.298	0.495	7.6037572246788e-08	OPC-B
Ssrp1	2.34868597272022e-12	-0.102513466724685	0.496	0.716	7.79223545169388e-08	OPC-B
Micos10	2.36148204227517e-12	-0.154360954423126	0.871	0.945	7.83468897165632e-08	OPC-B
B4gat1	2.36731235089815e-12	0.278574408948766	0.462	0.415	7.85403218657478e-08	OPC-A
Kmt2a	2.37904053136611e-12	0.307734591649095	0.481	0.439	7.89294277091334e-08	OPC-A
Angpt1	2.40494235164424e-12	0.128109211957191	0.126	0.039	7.97887724005009e-08	OPC-A
Fam184a	2.42137967062262e-12	0.138262184521118	0.152	0.058	8.03341133322468e-08	OPC-A
Rian	2.43577833677318e-12	-0.242534133882437	0.173	0.285	8.08118178791237e-08	OPC-B
Tmem132a	2.47366058190025e-12	0.182119567487271	0.199	0.098	8.20686371257046e-08	OPC-A
Ppp4c	2.48581068827704e-12	-0.0818579628409212	0.41	0.631	8.24717412049675e-08	OPC-B
Klhl21	2.51359158962541e-12	-0.0346843872777758	0.089	0.192	8.33934281690022e-08	OPC-B
Sema7a	2.6533002762028e-12	-0.061350804512232	0.184	0.327	8.80285432635801e-08	OPC-B
Lrpprc	2.742425277556e-12	-0.0444071358175797	0.114	0.231	9.09854434334754e-08	OPC-B
Sec22b	2.76127631720223e-12	-0.0518654441769748	0.399	0.63	9.16108643758184e-08	OPC-B
Srsf1	2.79586220992018e-12	-0.0875000764259899	0.478	0.698	9.27583205385218e-08	OPC-B
Ap5z1	2.80560540648531e-12	-0.0430092602162667	0.158	0.294	9.30815705709631e-08	OPC-B
2810013P06Rik	2.82195595903204e-12	0.191815127243895	0.216	0.117	9.3624032852806e-08	OPC-A
Dync1li1	2.8466408895835e-12	-0.0681497293573757	0.301	0.491	9.44430047937118e-08	OPC-B
Psmc5	2.90380087782338e-12	-0.128700218192485	0.649	0.843	9.63394017235462e-08	OPC-B
Ezh2	2.99012242661817e-12	-0.0903198666951036	0.189	0.327	9.92032917479109e-08	OPC-B
Dll1	3.00153995219412e-12	0.182610659889828	0.171	0.073	9.95820909939445e-08	OPC-A
Xkr4	3.11414944776783e-12	0.118684220737163	0.138	0.049	1.03318136228593e-07	OPC-A
Shmt1	3.1227449792784e-12	-0.0457617131961068	0.035	0.103	1.0360331017752e-07	OPC-B
Nme2	3.16980969394475e-12	-0.552327491325934	0.553	0.63	1.05164776216005e-07	OPC-B
Hepacam	3.43656223686145e-12	0.269024158528313	0.468	0.406	1.14014825332352e-07	OPC-A
Snhg4	3.45575776915366e-12	-0.0936056723889271	0.126	0.237	1.14651675507211e-07	OPC-B
Sod2	3.47024111995858e-12	-0.136070792327838	0.692	0.884	1.15132189636866e-07	OPC-B
Sh3gl2	3.47841810595887e-12	0.167926331962585	0.18	0.082	1.15403477501397e-07	OPC-A
Slc4a2	3.57089858074519e-12	-0.0355306291219252	0.078	0.175	1.18471702213383e-07	OPC-B
Sdccag8	3.60404282410558e-12	-0.0400970922592286	0.092	0.197	1.19571328775351e-07	OPC-B
Zfas1	3.65500084808821e-12	-0.173892496613673	0.307	0.437	1.21261963137022e-07	OPC-B
Gbp3	3.65812735529234e-12	-0.0890434628164576	0.071	0.16	1.21365691266534e-07	OPC-B
Cyb5r4	3.66102851991037e-12	-0.0322347253183228	0.202	0.357	1.21461943205066e-07	OPC-B
Spred1	3.73805374861141e-12	0.294910862495434	0.585	0.591	1.24017409217681e-07	OPC-A
Agfg2	3.7428290160083e-12	-0.0492235428842103	0.206	0.36	1.24175838264107e-07	OPC-B
Nploc4	3.74813555086671e-12	-0.0621310155031196	0.117	0.232	1.24351893171105e-07	OPC-B
Umps	3.75459654285242e-12	-0.0489204765624918	0.104	0.211	1.24566249502215e-07	OPC-B
Fam207a	3.77378135249703e-12	-0.00249899272544279	0.165	0.309	1.25202743931794e-07	OPC-B
Cad	3.8460042830747e-12	-0.0363889356817783	0.094	0.198	1.27598884099569e-07	OPC-B
4933431E20Rik	3.89131467461834e-12	0.176272136681044	0.185	0.089	1.29102146959813e-07	OPC-A
Dnaja3	3.96433729202056e-12	-0.0259988992916285	0.224	0.394	1.31524818337366e-07	OPC-B
Ergic3	4.03530065838201e-12	0.280118546883936	0.726	0.765	1.3387916994314e-07	OPC-A
Naxd	4.09499293775675e-12	0.264683103005588	0.63	0.651	1.35859580695956e-07	OPC-A
Sorbs2	4.22847933847622e-12	0.237184679358826	0.355	0.25	1.40288259012626e-07	OPC-A
Lman2	4.26523599124713e-12	-0.0396907653402724	0.364	0.572	1.41507734481606e-07	OPC-B
Vcl	4.33947918233051e-12	-0.0717793022429743	0.214	0.367	1.43970900832179e-07	OPC-B
Psma6	4.35674461117618e-12	-0.112115495166379	0.729	0.91	1.44543715964992e-07	OPC-B
Dlat	4.35822509790951e-12	-0.0615747941402915	0.283	0.461	1.44592834073344e-07	OPC-B
Tmsb15b2	4.38314869815979e-12	0.112213320659897	0.122	0.037	1.45419724358847e-07	OPC-A
Fzd3	4.42361044407973e-12	0.234418568321227	0.323	0.222	1.46762123703233e-07	OPC-A
Pofut2	4.55837900949159e-12	-0.0337140652995858	0.319	0.522	1.51233340397903e-07	OPC-B
Brd3os	4.60416163846221e-12	-0.0445729538544704	0.067	0.155	1.52752270679261e-07	OPC-B
Rhoq	4.61482045429421e-12	-0.0944166017212005	0.24	0.392	1.53105898212119e-07	OPC-B
Nup37	4.62755910729055e-12	-0.0567834812329887	0.081	0.177	1.53528528502579e-07	OPC-B
Loxl1	4.66498272621602e-12	-0.088415202232659	0.107	0.213	1.54770131907669e-07	OPC-B
Tcof1	4.73563419350282e-12	-0.0726685907013844	0.249	0.416	1.57114135637843e-07	OPC-B
Sncaip	4.7807668274652e-12	0.108093844599933	0.103	0.024	1.58611501034813e-07	OPC-A
Mis18a	4.86130232273514e-12	-0.0721032551040422	0.057	0.139	1.61283427161384e-07	OPC-B
Txndc5	4.86654660033023e-12	-0.0359270194755764	0.207	0.36	1.61457416559156e-07	OPC-B
Prrc1	4.96875660976179e-12	-0.0441872446244587	0.207	0.361	1.64848438042067e-07	OPC-B
D430019H16Rik	4.97714865667182e-12	0.128282264791388	0.135	0.046	1.65126860982401e-07	OPC-A
Akap7	5.03531478087767e-12	0.204424816662816	0.231	0.129	1.67056638485179e-07	OPC-A
Wasf2	5.0605109252034e-12	-0.0415708964321307	0.298	0.492	1.67892570965473e-07	OPC-B
Sf3b4	5.12800344338146e-12	-0.0877708864731407	0.46	0.68	1.70131770241067e-07	OPC-B
Spcs3	5.16498371607362e-12	-0.0426876884913351	0.251	0.425	1.71358664748174e-07	OPC-B
Hnrnpc	5.2250514638897e-12	-0.143993127091583	0.773	0.924	1.73351532417469e-07	OPC-B
Magohb	5.26749198929627e-12	-0.077808783734194	0.313	0.496	1.74759581728882e-07	OPC-B
Cenps	5.31741059458301e-12	-0.0594820371072237	0.039	0.108	1.76415731296481e-07	OPC-B
Dnajc12	5.42722913201485e-12	0.161132045729379	0.169	0.072	1.80059180912857e-07	OPC-A
Ube2m	5.45956990080141e-12	-0.199524923234374	0.45	0.584	1.81132150598888e-07	OPC-B
Tprgl	5.65202766423435e-12	0.281033877491916	0.483	0.432	1.87517321816303e-07	OPC-A
Rnf13	5.67071104370582e-12	0.271255659218595	0.594	0.585	1.88137180297028e-07	OPC-A
Acsl5	5.80653793976522e-12	-0.0417325891743978	0.215	0.375	1.92643509227591e-07	OPC-B
Apc2	5.92139447497978e-12	0.195125017521704	0.231	0.129	1.96454104496404e-07	OPC-A
Plxdc2	6.01584251072344e-12	0.151445376146487	0.151	0.058	1.99587606978271e-07	OPC-A
Rmnd5b	6.02292013527691e-12	-0.0269600110331784	0.231	0.399	1.99822421328082e-07	OPC-B
Scamp3	6.12278330971525e-12	-0.0758402655042495	0.434	0.652	2.03135581866423e-07	OPC-B
Pwp2	6.15584050585474e-12	-0.0353480151534554	0.047	0.122	2.04232320462743e-07	OPC-B
Map2k1	6.19730035803856e-12	-0.0938815269395036	0.377	0.582	2.05607833978645e-07	OPC-B
Qars	6.24477676094964e-12	-0.0195658270016619	0.171	0.314	2.07182958598026e-07	OPC-B
Chst7	6.24915652565081e-12	0.223139051261334	0.252	0.149	2.07328266051517e-07	OPC-A
Sec24c	6.2961424558187e-12	-0.0382991689539046	0.173	0.312	2.08887118256697e-07	OPC-B
2310057M21Rik	6.43561108594959e-12	-0.0322473294460638	0.085	0.186	2.1351426899855e-07	OPC-B
Timm9	6.44003947550333e-12	-0.0718415388108647	0.422	0.633	2.13661189678774e-07	OPC-B
Mib1	6.59105061408299e-12	-0.127162952438955	0.323	0.485	2.18671286223431e-07	OPC-B
Grpel2	6.64260810075118e-12	-0.0456104714611242	0.147	0.277	2.20381808958622e-07	OPC-B
Cisd3	6.65837149760588e-12	-0.0599448961296628	0.252	0.412	2.2090479117607e-07	OPC-B
Inpp5f	6.67949971674155e-12	-0.0768835371314091	0.369	0.563	2.21605762102334e-07	OPC-B
Bag1	6.71677921880348e-12	-0.0785710932830576	0.225	0.379	2.22842584142243e-07	OPC-B
Fam189a2	6.81043517223679e-12	-0.0416423114316651	0.036	0.103	2.259498077093e-07	OPC-B
Maf1	6.86634933043343e-12	0.274477325585197	0.439	0.361	2.2780487173579e-07	OPC-A
Prpf31	6.8885382431052e-12	-0.0403089288744978	0.323	0.522	2.28541033291501e-07	OPC-B
Resp18	6.91957354517149e-12	0.4031154510643	0.234	0.13	2.29570691508155e-07	OPC-A
Snhg16	7.00360588636198e-12	-0.0546558513900522	0.126	0.242	2.32358632491831e-07	OPC-B
Zdhhc16	7.0811607808321e-12	-0.0259703100811695	0.199	0.353	2.34931671225666e-07	OPC-B
Mlx	7.15755914315001e-12	-0.0453639986333537	0.263	0.436	2.37466339692288e-07	OPC-B
Sox5	7.28262234363494e-12	0.302858002596434	0.511	0.474	2.41615561494776e-07	OPC-A
Rnf128	7.32130911403673e-12	0.220639138084708	0.288	0.186	2.42899072476397e-07	OPC-A
Mrps5	7.36243799854429e-12	-0.0720883103579668	0.453	0.68	2.44263605477704e-07	OPC-B
Nim1k	7.37484084598829e-12	0.23804512223826	0.31	0.205	2.44675094747354e-07	OPC-A
Pop7	7.53821235194929e-12	-0.0468486400250416	0.353	0.561	2.50095271200622e-07	OPC-B
Ppp2r1b	7.60120751973078e-12	-0.0274868564557452	0.116	0.231	2.52185261882108e-07	OPC-B
Chp1	7.65607946455836e-12	-0.0603159009507533	0.313	0.501	2.54005748395653e-07	OPC-B
Qtrt1	7.86237147807656e-12	-0.0335853625459113	0.146	0.274	2.60849898528146e-07	OPC-B
Ric8a	8.29268121064961e-12	-0.0520930162674784	0.239	0.406	2.75126284525722e-07	OPC-B
Snd1	8.33529402430001e-12	-0.0399093764487521	0.226	0.387	2.76540049844202e-07	OPC-B
Bmerb1	8.40390454052261e-12	0.26958333046227	0.525	0.478	2.78816340940919e-07	OPC-A
Copz1	8.46970492778419e-12	-0.048595360907409	0.356	0.573	2.80999400389096e-07	OPC-B
Adam12	8.47389082552161e-12	-0.104658795594101	0.272	0.425	2.8113827591833e-07	OPC-B
Igf1r	8.53723904441801e-12	0.236458333823453	0.332	0.24	2.83239979776656e-07	OPC-A
Cbln1	8.70704061734494e-12	0.135009265842279	0.126	0.041	2.88873486561653e-07	OPC-A
Cflar	9.05409462629886e-12	-0.0420193370569546	0.217	0.372	3.00387697416717e-07	OPC-B
Tmem29	9.40703921891116e-12	0.282793580804236	0.441	0.367	3.12097340165816e-07	OPC-A
Ncbp1	9.43557948811385e-12	-0.0518326765519676	0.226	0.384	3.13044220677153e-07	OPC-B
Fas	9.48728675614123e-12	-0.0519956557384946	0.036	0.103	3.14759712708498e-07	OPC-B
Dlgap4	9.48805138564142e-12	-0.0779813040011018	0.425	0.643	3.14785080821425e-07	OPC-B
Ndc1	9.55975098336552e-12	-0.0521675119076315	0.065	0.151	3.17163858375118e-07	OPC-B
Gm38039	9.66436049298534e-12	0.123989698111269	0.137	0.049	3.20634488075775e-07	OPC-A
Fzd1	9.75672439202394e-12	-0.0688463536684428	0.148	0.269	3.23698845154178e-07	OPC-B
Tmeff2	9.77575082846301e-12	0.230389875921385	0.416	0.322	3.24330085235917e-07	OPC-A
Dnajc14	9.80469622246858e-12	-0.023858301082455	0.187	0.334	3.2529040657284e-07	OPC-B
Zmynd19	1.02194621617878e-11	-0.0382223069160706	0.117	0.232	3.39051096141635e-07	OPC-B
Sft2d1	1.02252190608281e-11	-0.0201501723583886	0.386	0.613	3.39242092781095e-07	OPC-B
Pink1	1.0386896058416e-11	0.239555200168867	0.328	0.241	3.44606050530067e-07	OPC-A
Cyld	1.04189553994677e-11	0.241405962455203	0.322	0.233	3.4566968328814e-07	OPC-A
Dpm3	1.05356640601942e-11	0.261448897301019	0.745	0.794	3.49541726525064e-07	OPC-A
Rab1a	1.06186154228569e-11	-0.138714646663645	0.718	0.876	3.52293803884123e-07	OPC-B
Nol9	1.12074816463358e-11	-0.0284973398408239	0.102	0.207	3.71830618580484e-07	OPC-B
9130401M01Rik	1.15056185857241e-11	-0.0326283245795246	0.308	0.508	3.81721907818567e-07	OPC-B
Gm3764	1.15872714590768e-11	0.324125679032953	0.573	0.564	3.8443090519779e-07	OPC-A
Plppr5	1.16722833807617e-11	0.241057889404831	0.427	0.348	3.8725134572353e-07	OPC-A
Mthfd1	1.19445591698053e-11	-0.036679184042584	0.199	0.351	3.96284639576631e-07	OPC-B
Ptpn12	1.19578044437586e-11	-0.074644146294058	0.262	0.419	3.96724078030579e-07	OPC-B
Pus7l	1.21205297879662e-11	-0.0311431937038053	0.081	0.177	4.02122816775354e-07	OPC-B
Lig1	1.22018262878966e-11	-0.124056582920935	0.094	0.189	4.04819990753544e-07	OPC-B
1700037C18Rik	1.23304665620273e-11	-0.0295530699155327	0.054	0.134	4.09087889128379e-07	OPC-B
Ttc3	1.23650681862212e-11	0.225371530733425	0.762	0.808	4.10235867214262e-07	OPC-A
Rnf144a	1.25727510625861e-11	0.285027680695529	0.352	0.271	4.17126162003418e-07	OPC-A
Cuta	1.26753348716453e-11	0.234102391925447	0.743	0.784	4.20529585036575e-07	OPC-A
Mrps35	1.27494750850353e-11	-0.0340898706916004	0.186	0.334	4.22989334896216e-07	OPC-B
Ttll12	1.28501012630667e-11	-0.0393880366099148	0.081	0.177	4.26327809604764e-07	OPC-B
Xpo1	1.29892892016482e-11	-0.0561937908365642	0.266	0.43	4.30945647843082e-07	OPC-B
Mapre1	1.30387725393046e-11	-0.131361003843771	0.653	0.849	4.32587356536509e-07	OPC-B
Gpx7	1.31592213834114e-11	-0.0716188341148685	0.312	0.501	4.36583487837441e-07	OPC-B
Pcsk2os1	1.38237767067892e-11	0.161146072658896	0.154	0.063	4.58631439801146e-07	OPC-A
Rufy3	1.38891616688389e-11	0.280044659872231	0.543	0.534	4.60800716687067e-07	OPC-A
Ccdc124	1.39648019827617e-11	-0.0957583883518655	0.611	0.808	4.63310235382085e-07	OPC-B
Nedd1	1.3972208485551e-11	-0.0325660053854015	0.082	0.178	4.63555960925126e-07	OPC-B
Alkbh3	1.41824590763088e-11	-0.0197351727712546	0.162	0.299	4.70531444774696e-07	OPC-B
Pfdn1	1.43580719578721e-11	-0.126791165664076	0.749	0.906	4.76357753346324e-07	OPC-B
Tfeb	1.46297407322927e-11	-0.0372866431304684	0.103	0.21	4.85370908275276e-07	OPC-B
Meg3	1.47532830900221e-11	-0.464868254286759	0.818	0.79	4.89469673077664e-07	OPC-B
Mfap3l	1.47628876846466e-11	0.101131356237868	0.102	0.026	4.89788324713519e-07	OPC-A
Jmjd6	1.48222912922956e-11	-0.0605101848581746	0.324	0.514	4.91759158204492e-07	OPC-B
Stk19	1.49039102340896e-11	-0.0505342290055968	0.298	0.481	4.9446702983639e-07	OPC-B
Gabpb1	1.56139233018415e-11	-0.021392915585825	0.102	0.209	5.18023133385196e-07	OPC-B
Zfpl1	1.59748803873226e-11	-0.0314905011450624	0.228	0.393	5.29998606610203e-07	OPC-B
Adgrb1	1.61137909550028e-11	0.25113956982612	0.35	0.26	5.34607242514127e-07	OPC-A
Zfp30	1.62696489697276e-11	0.191650951361937	0.218	0.117	5.39778143868652e-07	OPC-A
Kif22	1.64103186763819e-11	-0.0768675647944362	0.092	0.189	5.44445142726322e-07	OPC-B
Mlec	1.64530021669358e-11	-0.0801477091999324	0.362	0.559	5.4586125289243e-07	OPC-B
Cast	1.66197091060876e-11	-0.0318785460672983	0.036	0.102	5.51392089012667e-07	OPC-B
Nol11	1.67400466600365e-11	-0.0695725564726229	0.322	0.5	5.55384528040031e-07	OPC-B
Arl1	1.68999220276955e-11	-0.098929295586946	0.669	0.856	5.60688713112853e-07	OPC-B
Nol8	1.70214929148469e-11	-0.0647092839980931	0.176	0.311	5.64722070435874e-07	OPC-B
Setd6	1.71407062363586e-11	-0.0252414417393338	0.082	0.178	5.68677210803668e-07	OPC-B
Ogfr	1.71779781983736e-11	-0.0553518172477115	0.331	0.528	5.69913782687441e-07	OPC-B
Myo6	1.75241765904234e-11	0.177471018585738	0.241	0.139	5.81399606740476e-07	OPC-A
Zdhhc18	1.76968672537205e-11	-0.037605750776381	0.112	0.223	5.87128964876687e-07	OPC-B
Spsb2	1.77137422030093e-11	-0.0362273119831002	0.136	0.256	5.87688825069239e-07	OPC-B
Chtf8	1.90275839026867e-11	-0.0385172363017552	0.051	0.128	6.31278151139436e-07	OPC-B
B3gnt5	1.9058412667271e-11	-0.0493973163127122	0.108	0.216	6.3230095706205e-07	OPC-B
Lsm4	1.99290949389274e-11	-0.177980195571862	0.704	0.866	6.61187582788794e-07	OPC-B
Cxcl2	1.99419014257106e-11	-0.0935170893997021	0.103	0.206	6.61612463600801e-07	OPC-B
Mtfr1	1.99747818123416e-11	-0.0273826131249494	0.053	0.131	6.62703336188056e-07	OPC-B
Dlst	2.00237098182015e-11	-0.0506686668969181	0.295	0.473	6.6432662063847e-07	OPC-B
Cobl	2.0073435710769e-11	0.247448413928658	0.364	0.282	6.65976376576183e-07	OPC-A
Maea	2.0691724912054e-11	-0.0316556507898079	0.222	0.38	6.86489357407215e-07	OPC-B
Eef1aknmt	2.09129693979429e-11	-0.0160900748054251	0.083	0.18	6.9382958571555e-07	OPC-B
Gnpnat1	2.13832839938704e-11	-0.0140308685439963	0.159	0.294	7.0943321306464e-07	OPC-B
Trim28	2.14641883862691e-11	-0.0663310892015345	0.355	0.544	7.12117378091249e-07	OPC-B
Polr2h	2.22176813414612e-11	-0.0520920109493519	0.398	0.622	7.37116013865659e-07	OPC-B
Tmed2	2.23608902079999e-11	-0.133400099115248	0.59	0.767	7.41867254430812e-07	OPC-B
Rela	2.24087017079819e-11	-0.0375322010639893	0.216	0.374	7.43453496565714e-07	OPC-B
Fads6	2.29502945194872e-11	0.118502998201139	0.11	0.032	7.61421921273027e-07	OPC-A
Tfdp1	2.33817001973708e-11	-0.0594301353814956	0.282	0.455	7.75734667448171e-07	OPC-B
B3gat1	2.36223694368009e-11	0.264000925082471	0.367	0.287	7.83719350804742e-07	OPC-A
Tmtc2	2.36707050646791e-11	0.10890850523984	0.134	0.048	7.85322981930857e-07	OPC-A
Mpg	2.3781003602744e-11	-0.0542372639853276	0.107	0.213	7.88982356528238e-07	OPC-B
Usp12	2.40062904038661e-11	-0.0558809251063165	0.116	0.224	7.96456696729065e-07	OPC-B
Trim27	2.42161785150374e-11	-0.0430999575077312	0.148	0.273	8.03420154593397e-07	OPC-B
Acsl6	2.51682483630076e-11	-0.0617131718736476	0.264	0.425	8.35006975939503e-07	OPC-B
Cdh11	2.52858869681908e-11	0.26709048411637	0.375	0.294	8.38909871943665e-07	OPC-A
Rars2	2.55246933410365e-11	-0.0317197482189938	0.152	0.282	8.46832750975569e-07	OPC-B
Cnot7	2.55758288029583e-11	-0.0414597243909111	0.332	0.526	8.48529272195748e-07	OPC-B
Aptx	2.56135650277885e-11	-0.02119392832975	0.153	0.285	8.4978124692694e-07	OPC-B
