	p_val	avg_logFC	pct.1	pct.2	p_val_adj	which_high
Snhg14	0.000329877934983592	0.108644207571762	0.195	0.152	1	OPC-A
Cisd1	0.000331568985312913	-0.0477864241457038	0.733	0.876	1	OPC-B
Mrpl58	0.000338711954455915	0.0185482752273315	0.503	0.682	1	OPC-A
Psmd4	0.000339718165779221	-0.0456902223011886	0.706	0.866	1	OPC-B
Cela1	0.000340755713386182	0.0453881491717063	0.347	0.485	1	OPC-A
Bzw2	0.000342214476648023	0.0163148512744822	0.429	0.581	1	OPC-A
Tmem39a	0.000344379882040209	0.00714746817473326	0.101	0.159	1	OPC-A
Galnt16	0.000344912902028279	-0.00593145134244757	0.176	0.251	1	OPC-B
Asb13	0.000344913101068721	0.143453236570455	0.199	0.156	1	OPC-A
Wipi2	0.000345429783317562	0.00532138879868777	0.248	0.345	1	OPC-A
Cdc42se2	0.000345445166974385	0.193318542652736	0.44	0.448	1	OPC-A
Osbpl1a	0.000346433928475006	0.156074464798927	0.24	0.201	1	OPC-A
Elf1	0.000346464738472439	0.150514766927494	0.234	0.192	1	OPC-A
Slc20a2	0.000346968333337023	0.0067329808652796	0.145	0.215	1	OPC-A
Dnajc8	0.000347107974455647	-0.024581523902844	0.662	0.843	1	OPC-B
Large1	0.000348273500697821	0.125660923144302	0.212	0.171	1	OPC-A
Usp16	0.000351017946545156	0.0165968184029652	0.281	0.389	1	OPC-A
Wwp2	0.000351632588967802	0.0285381971349006	0.129	0.196	1	OPC-A
Surf1	0.000351782601473517	0.0253541858187317	0.338	0.476	1	OPC-A
Supt20	0.000352667797936367	0.00900764464795689	0.271	0.379	1	OPC-A
Prim1	0.000354960156164829	-0.0133626450794486	0.09	0.14	1	OPC-B
Mkrn2	0.000355039106926156	0.00598463550013989	0.145	0.214	1	OPC-A
Ppp2ca	0.000357447249364245	0.138960336539209	0.674	0.764	1	OPC-A
Ube2l6	0.000358232696256392	-0.000749070698106591	0.08	0.129	1	OPC-B
Gpr85	0.00035904077983245	0.123617250041262	0.342	0.295	1	OPC-A
Qrsl1	0.000360823471020668	0.0261661717728789	0.114	0.177	1	OPC-A
Csad	0.0003630169527989	0.122732005677378	0.214	0.17	1	OPC-A
Ppid	0.000363360688102457	-0.0207802850615444	0.507	0.655	1	OPC-B
Ost4	0.000368171043635094	-0.064345518515845	0.757	0.896	1	OPC-B
Pias1	0.000368417944578194	0.163423488171443	0.264	0.232	1	OPC-A
Ift52	0.000369916386667729	0.019844237418837	0.115	0.177	1	OPC-A
Wwc1	0.000370003582706953	0.0678009887620127	0.103	0.063	1	OPC-A
Camsap1	0.000370068372694975	0.0080590494315293	0.178	0.258	1	OPC-A
4930453N24Rik	0.000370224627380658	0.0253294170765294	0.275	0.387	1	OPC-A
Ell	0.000370376162448863	0.00571283316645632	0.075	0.122	1	OPC-A
Arl13b	0.000371033100769447	0.00303066354899806	0.167	0.242	1	OPC-A
G6pc3	0.000371576754811707	0.0393010474304393	0.331	0.47	1	OPC-A
1700096K18Rik	0.000372401692453983	0.113241477501807	0.161	0.116	1	OPC-A
Hddc3	0.000375858441284933	0.0846421183244126	0.101	0.061	1	OPC-A
Zfp64	0.000376110371921886	0.0220562366692137	0.115	0.177	1	OPC-A
Grk2	0.000376351443734164	0.0250975772057389	0.19	0.278	1	OPC-A
Snap25	0.000376363742246918	-0.150443169256891	0.411	0.483	1	OPC-B
Hnrnpl	0.000377859805044484	0.216126230982086	0.548	0.607	1	OPC-A
Mrfap1	0.000379357508680648	-0.0455732158068392	0.942	0.978	1	OPC-B
Rpgrip1	0.000379652593069776	-0.0480070326557424	0.252	0.34	1	OPC-B
Zdhhc4	0.000380912461121266	0.0372787261889808	0.212	0.309	1	OPC-A
Anapc13	0.000390416137009952	0.17409943189279	0.689	0.729	1	OPC-A
Tmx3	0.00039045351989215	0.1830919590246	0.462	0.476	1	OPC-A
Ppp3r1	0.000390745303957675	-0.000427709143576482	0.393	0.535	1	OPC-B
Spata13	0.000391193593788863	3.1542407578633e-05	0.24	0.334	1	OPC-A
Zbtb7a	0.000395631298832161	0.0368045304356432	0.349	0.488	1	OPC-A
Fam174b	0.000397353694636494	0.128884579439094	0.141	0.098	1	OPC-A
Fam174a	0.00039791039260047	0.193098899047651	0.417	0.416	1	OPC-A
Azin2	0.000398420860193696	0.00798876425097397	0.16	0.233	1	OPC-A
Nup133	0.000398710473413227	-0.00197579854385313	0.1	0.156	1	OPC-B
Ctdsp2	0.000401893580564966	0.170524660807705	0.386	0.374	1	OPC-A
Pip4p2	0.000406966965847913	0.0265843705810248	0.346	0.474	1	OPC-A
Rnf130	0.000407151922529475	0.151410820355946	0.38	0.362	1	OPC-A
Zfp398	0.000407421253282574	0.13899560889011	0.216	0.177	1	OPC-A
Armc8	0.000407433307355541	0.0226959340056856	0.224	0.323	1	OPC-A
Clcn7	0.000412327586017064	0.020436492975931	0.092	0.146	1	OPC-A
Ess2	0.000412777193372032	0.0321695917395417	0.111	0.171	1	OPC-A
Mlh3	0.000416886588791518	0.113437352034256	0.142	0.101	1	OPC-A
Nrbp2	0.000417428141263834	0.103157475598605	0.129	0.088	1	OPC-A
Marchf5	0.000418387511510897	-0.00849812673878458	0.364	0.488	1	OPC-B
Rab10	0.000422983671760073	0.13169930499786	0.754	0.836	1	OPC-A
Bscl2	0.000424070264123208	0.177483443494814	0.614	0.659	1	OPC-A
Ppp3cc	0.000424852314048252	0.00168515957267443	0.118	0.179	1	OPC-A
Clip4	0.000424965794560652	0.118318695096873	0.22	0.177	1	OPC-A
Neurl1a	0.000426842109562581	0.0773806007361555	0.124	0.082	1	OPC-A
Pi4ka	0.000427147015386922	0.0225363415261202	0.242	0.344	1	OPC-A
B3galt6	0.000428291370710716	0.0184679362367614	0.157	0.231	1	OPC-A
Dipk2a	0.000428589692119128	0.0865123254647693	0.106	0.066	1	OPC-A
Sugt1	0.000430098656224362	-0.000318427268468979	0.504	0.675	1	OPC-B
Mtor	0.000430302048972746	0.0219697508824744	0.137	0.205	1	OPC-A
Tspyl2	0.000432229937724542	0.0322436468055781	0.203	0.295	1	OPC-A
Fam110b	0.000433664734609152	0.157415608988285	0.3	0.271	1	OPC-A
Ski	0.000436768086639226	0.012643233363933	0.325	0.452	1	OPC-A
Ube2e1	0.000439846170353421	-0.0262232040652877	0.568	0.751	1	OPC-B
Ppp2r5d	0.000440130341243869	0.000728943582849834	0.149	0.218	1	OPC-A
Akr7a5	0.000440575238414786	0.196636857197223	0.327	0.303	1	OPC-A
Skp1a	0.000442653633794799	0.131487340355102	0.801	0.88	1	OPC-A
Bcs1l	0.00044363277695243	0.0385790129720788	0.184	0.268	1	OPC-A
Zbtb24	0.00044494418335809	0.00674782064863781	0.083	0.133	1	OPC-A
Yif1a	0.000445072760304699	0.0204178580585352	0.483	0.653	1	OPC-A
Ddx17	0.000445244763356426	0.199962941106358	0.541	0.61	1	OPC-A
Klhl23	0.000445917058020954	0.130180276997247	0.2	0.16	1	OPC-A
Kif13a	0.000446447966869211	0.130006266397986	0.201	0.16	1	OPC-A
Gtpbp10	0.000449401453778342	-0.000108243685043641	0.068	0.112	1	OPC-B
Fbxw5	0.000450865659450188	0.0452519621195495	0.225	0.318	1	OPC-A
Slc16a1	0.00045450977769115	-0.0170948908835301	0.139	0.202	1	OPC-B
Fntb	0.000455156742521074	0.00689064977676707	0.068	0.113	1	OPC-A
Dyrk2	0.000456330363193592	0.0993563886361999	0.156	0.113	1	OPC-A
Tprkb	0.000456361615783246	0.239675965949258	0.393	0.403	1	OPC-A
Shisa4	0.000458450967773425	0.211323605610194	0.514	0.559	1	OPC-A
Rbfox2	0.000459272050774138	0.000592166670805028	0.327	0.446	1	OPC-A
Socs1	0.000459294872225372	0.0126147745249878	0.082	0.131	1	OPC-A
Dnttip2	0.000460098823990291	0.0010141721281407	0.346	0.468	1	OPC-A
Spaca6	0.000460123718605167	0.00143151719620285	0.115	0.174	1	OPC-A
Vbp1	0.000460779446164771	-0.0579407788487227	0.584	0.773	1	OPC-B
Etv4	0.000461670205790378	0.205935487359432	0.385	0.383	1	OPC-A
Ppp2r3a	0.000462190959677145	0.176158198427311	0.334	0.313	1	OPC-A
Ier3	0.000466619541152572	-0.0205610958689535	0.464	0.604	1	OPC-B
Plekhm2	0.000467774050342936	0.00847343455002968	0.102	0.157	1	OPC-A
Rnf7	0.000472026218551951	-0.0342190870817474	0.791	0.897	1	OPC-B
Nova2	0.000475631924068254	0.124058619991962	0.205	0.166	1	OPC-A
Jmy	0.000475699795171772	0.148051075670874	0.295	0.264	1	OPC-A
Nfya	0.000475807735865807	0.0136159020800996	0.088	0.139	1	OPC-A
Sertad2	0.000476267841219064	0.0566525450019664	0.297	0.423	1	OPC-A
Extl2	0.000477650515240826	0.176422974063508	0.35	0.339	1	OPC-A
Hnrnpm	0.00048332512173736	-0.0157554718209053	0.64	0.813	1	OPC-B
Tet2	0.000486883520945283	0.00586120973209681	0.216	0.304	1	OPC-A
Calm2	0.000491286814547353	-0.155889671008664	0.958	0.982	1	OPC-B
Ttyh2	0.00049277882019077	0.0302625550428917	0.1	0.155	1	OPC-A
Ilkap	0.000494393757156073	0.026449821140911	0.369	0.518	1	OPC-A
Tdrkh	0.00049560757614451	0.0218674994938544	0.304	0.425	1	OPC-A
Arhgap44	0.000495618282902523	0.0870471845906261	0.105	0.066	1	OPC-A
Tbpl1	0.00049626106500052	0.0388750808700772	0.189	0.273	1	OPC-A
Serf2	0.000496280514509201	0.0819334764544435	0.953	0.974	1	OPC-A
Atf3	0.000497340865709522	-0.0236945890321431	0.178	0.254	1	OPC-B
Miga2	0.000498735621701027	0.0111382494856589	0.077	0.125	1	OPC-A
9430038I01Rik	0.000501847224775025	0.0134626909424774	0.125	0.187	1	OPC-A
Stim2	0.000502250402596764	0.141972948876294	0.24	0.202	1	OPC-A
Nmrk1	0.000502267633676141	0.116651042211949	0.155	0.111	1	OPC-A
Map11	0.000513088556085633	0.00479869223740961	0.098	0.152	1	OPC-A
Marf1	0.000513181567873234	0.183016723388494	0.279	0.245	1	OPC-A
2310009B15Rik	0.000519603792432053	0.0233981025309472	0.254	0.356	1	OPC-A
Map1lc3a	0.00052705860229372	0.167973736118383	0.614	0.673	1	OPC-A
Slc25a16	0.000528923859467514	0.0171573830487272	0.173	0.251	1	OPC-A
Zfp622	0.000530129308106157	0.00300858553898567	0.176	0.254	1	OPC-A
Cetn2	0.000532159725914926	0.0275072534546288	0.399	0.555	1	OPC-A
Prrc2c	0.000534549942979521	0.142790074497202	0.677	0.75	1	OPC-A
Rbm15	0.000536664900114586	0.00309738539249116	0.169	0.245	1	OPC-A
Tfip11	0.000544552818626812	0.00820597499396172	0.082	0.13	1	OPC-A
Bcl9l	0.000546810036501436	0.111361182879294	0.176	0.134	1	OPC-A
Hoxb4	0.000546996162951632	0.105639434840777	0.136	0.095	1	OPC-A
Thap1	0.000548200486119113	0.00635884902614661	0.155	0.222	1	OPC-A
Uqcrb	0.000551354099165138	-0.0456647508490526	0.948	0.986	1	OPC-B
Abcd4	0.000553078181593328	0.109213288583184	0.158	0.116	1	OPC-A
Hmg20b	0.000556674875064227	0.0245708859853424	0.316	0.437	1	OPC-A
Pign	0.000558962939837058	0.0180941561996559	0.081	0.13	1	OPC-A
Ipo13	0.00056561426712214	0.0379756916535796	0.234	0.336	1	OPC-A
Nptn	0.000567779082555619	0.132890940834151	0.651	0.693	1	OPC-A
Rhot1	0.000569235281960819	0.0372385538909421	0.221	0.317	1	OPC-A
Ptar1	0.000577701493396483	0.126422037077682	0.233	0.198	1	OPC-A
Creg1	0.000583689943829561	0.209558219335401	0.376	0.375	1	OPC-A
Echs1	0.000583904631955989	0.20437534939547	0.494	0.532	1	OPC-A
Zfp846	0.000584927106309346	0.13138989548417	0.217	0.177	1	OPC-A
Coro1a	0.000585782388398632	0.0135198995413577	0.096	0.149	1	OPC-A
Slc25a15	0.000588873475125727	0.155646907015418	0.182	0.143	1	OPC-A
Krcc1	0.000589125979585747	0.0118936975924903	0.456	0.603	1	OPC-A
Cox8a	0.000589243634166135	-0.0633963140643292	0.987	0.997	1	OPC-B
Ppm1e	0.000590864124399706	0.0957530195292634	0.163	0.121	1	OPC-A
Hecw2	0.000591238527071717	0.103631922261094	0.192	0.151	1	OPC-A
Hsd3b7	0.000594666805431201	0.007963434290039	0.11	0.169	1	OPC-A
Glyr1	0.000595785874426495	0.00298769957878309	0.417	0.572	1	OPC-A
Arhgef26	0.000597110788169219	0.173306554106924	0.358	0.338	1	OPC-A
Pax3	0.000597141453588959	0.149160524145893	0.214	0.177	1	OPC-A
Nckap5	0.000597192852298519	0.126276284532972	0.226	0.188	1	OPC-A
Smpd4	0.000597527240091881	0.00464779013844442	0.082	0.13	1	OPC-A
Osgep	0.000602670183086907	0.18909488324914	0.4	0.398	1	OPC-A
Unc45a	0.000608372603327114	0.0318140850038497	0.14	0.207	1	OPC-A
Ssr3	0.000617673227432866	-0.0187350513777201	0.582	0.751	1	OPC-B
Tfpt	0.000621952183931895	0.0339834743341856	0.228	0.325	1	OPC-A
Mrpl11	0.000625979615618248	0.00931893132805228	0.458	0.62	1	OPC-A
Capn10	0.000628032129952403	0.007556001651184	0.159	0.232	1	OPC-A
Scai	0.000629351103862154	0.137334848126358	0.204	0.169	1	OPC-A
Rab8a	0.000630267694761259	0.0465595085548113	0.279	0.398	1	OPC-A
Zfp664	0.000632976257657489	0.0164194416746994	0.354	0.492	1	OPC-A
Rbl2	0.000635723349307774	0.104143122897939	0.182	0.142	1	OPC-A
Trim3	0.000640889233331901	-0.00689614255971507	0.112	0.17	1	OPC-B
Ppfia1	0.00064246172973448	0.0118407956678363	0.172	0.249	1	OPC-A
Gigyf1	0.000643045884742082	0.109726564458625	0.167	0.125	1	OPC-A
Pbx3	0.00065178423338703	0.0962973189813587	0.18	0.137	1	OPC-A
Cstf2t	0.000652061554472651	0.131336692461035	0.299	0.267	1	OPC-A
Xkr6	0.000653542680378577	0.0929319291400961	0.151	0.111	1	OPC-A
Impa1	0.000659780337508449	0.179777130410618	0.55	0.611	1	OPC-A
Srebf2	0.000664983921007465	0.165330695463595	0.485	0.514	1	OPC-A
Aup1	0.000665957997749778	0.0377800707271557	0.347	0.481	1	OPC-A
Rnf181	0.000667544364614227	0.0206980484622213	0.242	0.343	1	OPC-A
Relch	0.000669449104372713	0.0238306525394244	0.224	0.314	1	OPC-A
Stx16	0.00067259021352273	0.220307589948322	0.443	0.459	1	OPC-A
Gtf2a1	0.000675879248621883	0.00940190937830548	0.195	0.28	1	OPC-A
Sh2b1	0.000679945302694848	0.0233438215958676	0.201	0.286	1	OPC-A
Dleu2	0.000680280970194005	0.105303097015368	0.174	0.133	1	OPC-A
Ndufa1	0.00068199099165494	0.126942376362651	0.836	0.905	1	OPC-A
Malsu1	0.000684757346984239	0.0124313386182699	0.408	0.554	1	OPC-A
Strip1	0.000685688474965231	0.0332648597107053	0.193	0.277	1	OPC-A
Marcksl1	0.000688669078788502	0.101418826252023	0.92	0.916	1	OPC-A
Pyroxd1	0.000690522077271794	0.00115284350369987	0.114	0.173	1	OPC-A
Ptpn1	0.000694103456616581	0.0305610819844479	0.345	0.476	1	OPC-A
Zfp41	0.000696539713405655	0.0929299827542386	0.112	0.073	1	OPC-A
Sav1	0.000697795625955067	-0.010001893210968	0.132	0.193	1	OPC-B
Cdc14a	0.000698571672492966	-0.00426937979083353	0.148	0.213	1	OPC-B
Fut10	0.000698697688022236	0.0822935793112931	0.115	0.075	1	OPC-A
Whamm	0.00069871004844354	0.0896238192403783	0.134	0.094	1	OPC-A
Hpgd	0.000699532532925372	0.113178243468586	0.132	0.088	1	OPC-A
Sike1	0.000699869998508165	0.0313473497246473	0.279	0.392	1	OPC-A
Setd1a	0.000700941116800461	0.0140419037885177	0.1	0.155	1	OPC-A
Zc3h8	0.00070534742662437	0.005387711467273	0.094	0.144	1	OPC-A
Phf20l1	0.00071243464572212	0.190201487871716	0.415	0.419	1	OPC-A
Slc44a1	0.000714294845085854	0.176898770801783	0.533	0.575	1	OPC-A
St7	0.000715197472671719	0.12125304746205	0.172	0.131	1	OPC-A
Cmc4	0.000724883766186869	0.112301936694378	0.189	0.147	1	OPC-A
Cbfb	0.000724930304279556	0.00723418677839244	0.324	0.437	1	OPC-A
Car10	0.000729016410799636	0.156914323743606	0.238	0.198	1	OPC-A
Ddx55	0.000732398559174065	0.0519710043977026	0.199	0.286	1	OPC-A
Uspl1	0.000736320084956133	0.0146257124980624	0.188	0.267	1	OPC-A
Hif1a	0.000736413451674878	-0.0394763043529236	0.547	0.697	1	OPC-B
Stx6	0.000737798731843244	0.0480361618105207	0.322	0.455	1	OPC-A
Pard6a	0.000739184284885777	0.170004682984156	0.285	0.253	1	OPC-A
Apaf1	0.000740014572312985	-0.00708997320019428	0.067	0.11	1	OPC-B
1810013L24Rik	0.000740724662310586	0.0127135084216641	0.186	0.268	1	OPC-A
Cdk10	0.000741030421284583	0.0282245275306855	0.119	0.179	1	OPC-A
Insr	0.000750733720282805	0.124778563844727	0.22	0.18	1	OPC-A
Mfsd1	0.000754936831126831	0.0361786071420453	0.243	0.344	1	OPC-A
Peli1	0.000756951810902376	0.188586834925286	0.467	0.491	1	OPC-A
Comtd1	0.00076000246056239	0.0404972030012365	0.161	0.236	1	OPC-A
Gm10762	0.000762971264167011	0.0800409055211504	0.131	0.093	1	OPC-A
Cdc42bpb	0.000768197393766642	0.0219158472759585	0.157	0.229	1	OPC-A
Phactr2	0.000768803012041888	0.0892362897152663	0.103	0.066	1	OPC-A
Hs2st1	0.000770913939221985	0.194097806989428	0.438	0.45	1	OPC-A
Tmem161a	0.000777247841963539	0.0361822010970587	0.188	0.271	1	OPC-A
Tsen15	0.000777312960162456	0.0195907747381664	0.288	0.397	1	OPC-A
Zfp148	0.000779186570844391	0.162458842095488	0.409	0.407	1	OPC-A
Vps50	0.00078244552589537	0.0207541683148726	0.26	0.362	1	OPC-A
Cisd2	0.000784834262057777	0.0205487307727001	0.526	0.709	1	OPC-A
Pip4k2c	0.000786171257378436	0.00446117692838177	0.142	0.206	1	OPC-A
Bdp1	0.000793557032767772	0.0163301179928858	0.232	0.326	1	OPC-A
Trp53cor1	0.000794727051392845	0.0873226526719831	0.107	0.068	1	OPC-A
Mgrn1	0.000794988631455251	0.0335250618394931	0.228	0.321	1	OPC-A
Setd1b	0.000795115845065251	0.117130106057897	0.239	0.2	1	OPC-A
Cwc22	0.000798629457858135	0.0129061107681124	0.13	0.192	1	OPC-A
Arhgef40	0.000801767682395554	0.00375845617480003	0.364	0.485	1	OPC-A
Caap1	0.000802955128895574	0.0308595922798336	0.132	0.198	1	OPC-A
Cpne8	0.000806993135895419	0.175368658349095	0.572	0.606	1	OPC-A
Bbs4	0.000807962434490466	0.0922716769777692	0.132	0.091	1	OPC-A
Ptk2	0.00081137142171001	0.0155887013557618	0.273	0.375	1	OPC-A
Csk	0.000812867453462334	0.0495728684026281	0.266	0.371	1	OPC-A
Zfp219	0.00081294644598404	0.181134317469729	0.327	0.313	1	OPC-A
Plgrkt	0.000821757090095185	0.188275823156182	0.593	0.677	1	OPC-A
Tmem219	0.000825073975157422	0.0373035490898247	0.284	0.393	1	OPC-A
P3h4	0.00082682197379111	0.103696396631134	0.143	0.103	1	OPC-A
Hadhb	0.000827095017652879	0.16197916167273	0.616	0.702	1	OPC-A
Ints5	0.000827310740326279	0.0128226298754643	0.079	0.126	1	OPC-A
Noa1	0.000831102909726498	0.0220912409453068	0.18	0.256	1	OPC-A
Gm42517	0.00083347367377608	0.00337155807250605	0.121	0.18	1	OPC-A
Mblac2	0.000833790541863333	0.108901830502304	0.165	0.124	1	OPC-A
Stox2	0.000834323345574685	0.187859763855997	0.504	0.544	1	OPC-A
Spry4	0.000834556907667791	0.191143115659045	0.289	0.265	1	OPC-A
Slc35b3	0.000837924226707588	0.0288678423390947	0.176	0.254	1	OPC-A
Igbp1	0.000838591358417663	0.0281302419182289	0.33	0.46	1	OPC-A
Rmdn3	0.000838879670758479	0.0424870347921372	0.223	0.318	1	OPC-A
Vamp3	0.000844566792925884	0.0193016104704903	0.484	0.647	1	OPC-A
Usp8	0.000847719576300007	0.00808851731667504	0.296	0.412	1	OPC-A
Commd10	0.000849268495059378	0.0381133581104976	0.224	0.32	1	OPC-A
Katna1	0.000850696007474908	0.0147078735637895	0.154	0.223	1	OPC-A
AU022252	0.000852969911134716	0.0306022339088989	0.14	0.206	1	OPC-A
Mxd1	0.000853640862115106	0.103426192677508	0.147	0.107	1	OPC-A
Adnp	0.00085579708159316	0.141072516110698	0.316	0.277	1	OPC-A
Tbc1d23	0.00085797529917904	0.158949469496104	0.266	0.236	1	OPC-A
Cpsf3	0.000859262445711571	0.0392743542618247	0.237	0.335	1	OPC-A
Ccar1	0.000860099254613402	-0.0191478237937764	0.459	0.606	1	OPC-B
Acaa1a	0.000861030803234444	0.204483461729859	0.544	0.595	1	OPC-A
Igip	0.000863615326463567	0.123955811430629	0.224	0.188	1	OPC-A
Vapa	0.000865474127878501	0.110884548062361	0.738	0.78	1	OPC-A
Srek1	0.000867168473596167	0.173306905753206	0.516	0.548	1	OPC-A
Tmpo	0.000867632635786284	-0.0225087649026307	0.386	0.505	1	OPC-B
Fam49a	0.000869390916953241	0.00182980773680425	0.295	0.403	1	OPC-A
Slc9a9	0.000870476770376298	0.111855647073319	0.173	0.131	1	OPC-A
Ndufs8	0.00087421044538986	0.152953802178625	0.747	0.843	1	OPC-A
Smarca5	0.000876387027186795	-0.0388187553789848	0.498	0.622	1	OPC-B
Exoc2	0.000877511690609301	-0.00196718275304508	0.159	0.229	1	OPC-B
Babam1	0.000877741198993789	0.00969762350158182	0.338	0.463	1	OPC-A
Casd1	0.000884099182527181	0.136791538578321	0.207	0.173	1	OPC-A
Plek	0.000886944723745216	-0.0016226780972896	0.072	0.115	1	OPC-B
Cxxc1	0.000887995255687334	0.150376016315703	0.265	0.232	1	OPC-A
Snap29	0.00089590794554278	0.011112421678959	0.13	0.192	1	OPC-A
Brf1	0.000898652357647108	0.0111509157116667	0.094	0.144	1	OPC-A
Ddr1	0.000902092574641083	0.0206278933901248	0.395	0.544	1	OPC-A
Ifit2	0.000903232871603798	0.112257339082745	0.213	0.173	1	OPC-A
Tamm41	0.000905403028494835	0.00615739081331028	0.09	0.139	1	OPC-A
Dalrd3	0.000909297182699632	0.0360759617640095	0.202	0.289	1	OPC-A
Oscp1	0.000911566326602194	0.0109519859455113	0.097	0.148	1	OPC-A
Gclc	0.000914961694341051	0.0164468437473925	0.178	0.254	1	OPC-A
Trmt2a	0.000916224172235115	0.0568694512990957	0.246	0.353	1	OPC-A
Cd2ap	0.000917225444263178	0.143538295819296	0.264	0.238	1	OPC-A
Ogfod2	0.000925190932623766	0.0168443086016701	0.092	0.142	1	OPC-A
Cacng5	0.00093625417275453	-0.013495844849701	0.113	0.165	1	OPC-B
Nudt6	0.000938538912898477	0.00419503807118292	0.064	0.104	1	OPC-A
Dync1h1	0.000940755599520019	-0.020020117570441	0.469	0.613	1	OPC-B
Mms19	0.000941155653917704	0.00826441799288513	0.089	0.138	1	OPC-A
Ctbp1	0.000963512132743586	-0.0233537458299092	0.51	0.647	1	OPC-B
Lrrc73	0.000968775399510953	-0.0110645572039833	0.11	0.164	1	OPC-B
Smap1	0.000980974284481484	0.170979149296302	0.555	0.606	1	OPC-A
Pex11a	0.000981667798337328	0.0197641279157973	0.115	0.173	1	OPC-A
Acad9	0.000983096873670707	0.019650091795832	0.168	0.242	1	OPC-A
Plpp1	0.000986019097193925	0.130838052957884	0.173	0.131	1	OPC-A
Msl3l2	0.00100657424197839	0.129335187869107	0.202	0.165	1	OPC-A
Arhgap21	0.00100691185307807	0.149201465693711	0.289	0.262	1	OPC-A
Pls3	0.00100851597671464	0.0283837861377723	0.205	0.289	1	OPC-A
Rnf11	0.00100993147394703	-0.0866040656503584	0.49	0.594	1	OPC-B
Ago2	0.00101396565698891	0.00457485243408845	0.285	0.381	1	OPC-A
Snrk	0.00101396757589397	0.159689574485605	0.247	0.213	1	OPC-A
Itfg1	0.00101476193283438	0.176067879749237	0.466	0.492	1	OPC-A
Galnt1	0.0010170130978732	0.181215526580364	0.446	0.476	1	OPC-A
Acap2	0.00103280640503766	-0.0133811961849732	0.278	0.371	1	OPC-B
Retreg1	0.00103928949723385	0.0881613476203127	0.126	0.088	1	OPC-A
Tet3	0.00104021452320778	0.00850779745971653	0.217	0.303	1	OPC-A
Acd	0.00104315232568835	0.0335516789878267	0.221	0.309	1	OPC-A
Tmem64	0.00104583818131027	0.107296715806435	0.165	0.126	1	OPC-A
Pxylp1	0.00104792542926944	-0.00819324545244221	0.075	0.117	1	OPC-B
Ube2d2a	0.0010506265676844	-0.0459028834067818	0.752	0.894	1	OPC-B
Lrrc41	0.00105216011627175	0.028617281537912	0.225	0.316	1	OPC-A
Slc7a10	0.00105546365175049	0.123912646771867	0.147	0.108	1	OPC-A
Arfgap3	0.00106077512106874	0.0111531806660471	0.132	0.192	1	OPC-A
Pde7a	0.00106625441274415	0.105047231945094	0.161	0.124	1	OPC-A
Pigx	0.00106901549813204	0.170036057835524	0.376	0.358	1	OPC-A
Gemin2	0.00107216171407238	0.00821083729927788	0.071	0.113	1	OPC-A
Rpusd4	0.00107792209119536	0.0124052493628687	0.073	0.116	1	OPC-A
Lonp1	0.00107833573350701	0.0282262909264544	0.197	0.28	1	OPC-A
Zfp334	0.00107862005424847	0.00900045994487378	0.064	0.104	1	OPC-A
Maz	0.00108059960079888	0.00716727563739117	0.314	0.428	1	OPC-A
Vps4b	0.0010821617220758	0.033897512635124	0.292	0.407	1	OPC-A
Bcl9	0.00108338630671943	0.106396516626596	0.157	0.119	1	OPC-A
Qdpr	0.00108513999349001	0.171159216310718	0.427	0.441	1	OPC-A
Axin2	0.00109047724454673	0.0946512781924343	0.129	0.089	1	OPC-A
Sbf1	0.00109064455237579	-0.00217293022747828	0.158	0.226	1	OPC-B
Eid2	0.00109201182711701	0.134252475842782	0.326	0.311	1	OPC-A
Dusp11	0.00109252546121813	0.169560338575089	0.537	0.591	1	OPC-A
Ddx52	0.00110588733065047	0.0473416596023566	0.213	0.304	1	OPC-A
Ldlrad3	0.00110704486742592	0.125236506018182	0.217	0.177	1	OPC-A
Ptpra	0.00110947978335478	0.171034688247485	0.511	0.563	1	OPC-A
Gatm	0.00111235302057843	-0.0949467289103281	0.782	0.896	1	OPC-B
Spred2	0.00112353579427003	-0.0107813244549663	0.303	0.402	1	OPC-B
1500009L16Rik	0.00112538326906632	0.00276107659892033	0.198	0.271	1	OPC-A
Npc2	0.00113986647144273	0.157108980997677	0.751	0.826	1	OPC-A
Nbl1	0.00115375770855994	0.0819827051548662	0.109	0.072	1	OPC-A
Aagab	0.0011577264148722	0.0130146083874683	0.094	0.143	1	OPC-A
Ywhah	0.00116832162721261	-0.0473075032938595	0.675	0.838	1	OPC-B
Ptov1	0.00116996180818639	0.142784867207728	0.643	0.682	1	OPC-A
Dnajb11	0.0011706466553209	-0.00656471105022927	0.58	0.745	1	OPC-B
Tspan31	0.00117393233347417	0.0221395113944057	0.541	0.732	1	OPC-A
Amdhd2	0.00118049621923296	0.0243906549982001	0.149	0.214	1	OPC-A
1110032A03Rik	0.00118818067202862	0.170948953843528	0.283	0.258	1	OPC-A
Pttg1	0.00119025739622836	0.0263236232783266	0.202	0.281	1	OPC-A
Fam114a2	0.00119274449865246	0.0435384827067328	0.333	0.465	1	OPC-A
Yipf1	0.00119736678024277	0.193681797196997	0.402	0.409	1	OPC-A
Ube2g1	0.00119785709617186	0.0418467735107109	0.373	0.513	1	OPC-A
Twistnb	0.00119859893924649	0.0411319582527364	0.323	0.443	1	OPC-A
