"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","pct.diff","ensembl"
"197",1.59571646177493e-33,0.250773402111457,0.429,0.415,5.29410850523069e-29,"H-Microglia","Tm6sf1",0.014,"ENSMUSG00000038623"
"198",1.45699935488689e-32,0.380266918012647,0.361,0.325,4.83388675970823e-28,"H-Microglia","Hes1",0.036,"ENSMUSG00000022528"
"199",3.57535125602735e-30,0.330407983717104,0.421,0.381,1.18619428621219e-25,"H-Microglia","Rpl23a-ps3",0.04,"ENSMUSG00000078126"
"200",3.219204568983e-28,0.371509287709661,0.277,0.235,1.06803549985149e-23,"H-Microglia","Gadd45g",0.042,"ENSMUSG00000021453"
"201",6.37063648656509e-28,0.256764273426389,0.284,0.242,2.1135860671477e-23,"H-Microglia","Tent5a",0.042,"ENSMUSG00000032265"
"202",4.97632310975044e-27,0.254073970970985,0.366,0.35,1.6509947181219e-22,"H-Microglia","Fam102b",0.016,"ENSMUSG00000040339"
"203",1.29806710496339e-26,0.313568432789219,0.19,0.148,4.30659723413704e-22,"H-Microglia","ENSMUSG00000097423",0.042,"ENSMUSG00000097423"
"204",3.91082752409912e-25,0.260821946365334,0.492,0.488,1.29749524767037e-20,"H-Microglia","ENSMUSG00000098178",0.004,"ENSMUSG00000098178"
"205",2.87278159580929e-21,0.256326998378422,0.423,0.42,9.53102750041649e-17,"H-Microglia","Tnpo3",0.003,"ENSMUSG00000012535"
"206",4.90509869758149e-21,0.252284940310877,0.431,0.429,1.62736459489661e-16,"H-Microglia","Cebpa",0.002,"ENSMUSG00000034957"
"207",1.73446723422244e-20,0.254812444910376,0.46,0.459,5.75444194297978e-16,"H-Microglia","Bhlhe41",0.001,"ENSMUSG00000030256"
"208",2.53891207627813e-20,0.438687128085314,0.348,0.326,8.42334859546795e-16,"H-Microglia","Adamts1",0.022,"ENSMUSG00000022893"
"209",9.38761726145183e-16,0.25398557319824,0.242,0.218,3.11452977883187e-11,"H-Microglia","Tmx4",0.024,"ENSMUSG00000034723"
"210",0,0.946346505689987,0.633,0.349,0,"DAM-A","Il1b",0.284,"ENSMUSG00000027398"
"211",0,0.745166291649195,0.915,0.815,0,"DAM-A","Apoe",0.1,"ENSMUSG00000002985"
"212",0,0.542512925070796,0.474,0.218,0,"DAM-A","Igf1",0.256,"ENSMUSG00000020053"
"213",0,0.48521007777377,0.939,0.806,0,"DAM-A","Cd14",0.133,"ENSMUSG00000051439"
"214",0,0.45881577842536,0.972,0.883,0,"DAM-A","Bcl2a1b",0.089,"ENSMUSG00000089929"
"215",0,0.452380228706058,0.741,0.5,0,"DAM-A","Bcl2a1d",0.241,"ENSMUSG00000099974"
"216",0,0.32820133626128,0.989,0.933,0,"DAM-A","Cd63",0.0559999999999999,"ENSMUSG00000025351"
"217",0,0.306782707020154,0.996,0.987,0,"DAM-A","Ctsb",0.00900000000000001,"ENSMUSG00000021939"
"218",2.39913786820997e-259,0.426437010106603,0.73,0.524,7.95961970536023e-255,"DAM-A","Bcl2a1a",0.206,"ENSMUSG00000102037"
"219",6.91197071810366e-258,0.334723942043117,0.895,0.722,2.29318452514525e-253,"DAM-A","Tlr2",0.173,"ENSMUSG00000027995"
"220",9.66839601246426e-258,0.349946594275218,0.802,0.592,3.20768374505527e-253,"DAM-A","Cxcl16",0.21,"ENSMUSG00000018920"
"221",5.99166819707117e-256,0.266845814986236,0.882,0.741,1.9878557577423e-251,"DAM-A","Spp1",0.141,"ENSMUSG00000029304"
"222",2.90794402119697e-253,0.504631730318772,0.271,0.097,9.6476858791252e-249,"DAM-A","Apoc4",0.174,"ENSMUSG00000074336"
"223",5.48138497133986e-247,0.268712974351466,0.993,0.992,1.81855909194142e-242,"DAM-A","Tyrobp",0.001,"ENSMUSG00000030579"
"224",1.02849792144121e-233,0.279647579989444,0.948,0.814,3.41224755396551e-229,"DAM-A","Cd83",0.134,"ENSMUSG00000015396"
"225",2.23712229229893e-226,0.292033433047372,0.753,0.544,7.42210062916015e-222,"DAM-A","Rab20",0.209,"ENSMUSG00000031504"
"226",1.06994277548424e-221,0.490305177609681,0.589,0.388,3.54974914622406e-217,"DAM-A","Cst7",0.201,"ENSMUSG00000068129"
"227",1.79271959672256e-219,0.285068219246747,0.99,0.966,5.94770580604643e-215,"DAM-A","Cd9",0.024,"ENSMUSG00000030342"
"228",9.12074152588611e-214,0.798616576686468,0.4,0.208,3.02598841604323e-209,"DAM-A","Apoc1",0.192,"ENSMUSG00000040564"
"229",1.51011574373625e-211,0.666079664385463,0.62,0.419,5.01011100299375e-207,"DAM-A","Cxcl2",0.201,"ENSMUSG00000058427"
"230",1.09465922983686e-210,0.261830193445705,0.751,0.522,3.63175092682975e-206,"DAM-A","Anxa5",0.229,"ENSMUSG00000027712"
"231",4.10541403368918e-207,0.303553391808908,0.588,0.384,1.36205321395706e-202,"DAM-A","Plaur",0.204,"ENSMUSG00000046223"
"232",9.99890227255852e-207,0.481416913616654,0.672,0.465,3.31733580696674e-202,"DAM-A","Lpl",0.207,"ENSMUSG00000015568"
"233",1.40317494253115e-200,0.33528356758495,0.756,0.572,4.6553135068356e-196,"DAM-A","Pld3",0.184,"ENSMUSG00000003363"
"234",5.10217684209015e-194,0.558500262479539,0.943,0.87,1.69274921090025e-189,"DAM-A","Lyz2",0.073,"ENSMUSG00000069516"
"235",1.64532700550404e-193,0.323516674961497,0.442,0.251,5.45870140616075e-189,"DAM-A","Gm1673",0.191,"ENSMUSG00000070858"
"236",1.52510555322362e-185,0.33959658229414,0.994,0.987,5.05984269393002e-181,"DAM-A","Ctsd",0.00700000000000001,"ENSMUSG00000007891"
"237",2.34942183842482e-185,0.292637078555331,0.967,0.922,7.79467683334203e-181,"DAM-A","Cd52",0.0449999999999999,"ENSMUSG00000000682"
"238",8.61335763741788e-176,0.329159339140484,0.56,0.366,2.85765366336613e-171,"DAM-A","Arl5c",0.194,"ENSMUSG00000038352"
"239",2.34818935812525e-167,0.307453183909405,0.596,0.397,7.79058783345216e-163,"DAM-A","Crip1",0.199,"ENSMUSG00000006360"
"240",3.79266191290111e-151,0.29531480800267,0.597,0.411,1.2582914428432e-146,"DAM-A","Wfdc17",0.186,"ENSMUSG00000069792"
"241",2.50253627250528e-147,0.250140265730914,0.803,0.629,8.30266459129077e-143,"DAM-A","Gadd45b",0.174,"ENSMUSG00000015312"
"242",4.19451762611653e-145,0.278141101789504,0.907,0.834,1.39161511281668e-140,"DAM-A","Syngr1",0.0730000000000001,"ENSMUSG00000022415"
"243",1.02092764782296e-141,0.321763965357071,0.681,0.516,3.38713165718223e-137,"DAM-A","Cdkn1a",0.165,"ENSMUSG00000023067"
"244",8.34956916551273e-132,0.277703454057823,0.368,0.222,2.77013656204216e-127,"DAM-A","Tnfaip2",0.146,"ENSMUSG00000021281"
"245",3.38877227604224e-124,0.479306788486944,0.572,0.422,1.12429297802253e-119,"DAM-A","Sdc4",0.15,"ENSMUSG00000017009"
"246",1.8877966310846e-122,0.271315861840753,0.749,0.603,6.26314288294939e-118,"DAM-A","Slfn2",0.146,"ENSMUSG00000072620"
"247",4.1047925517639e-116,0.270827731013394,0.544,0.391,1.36184702489871e-111,"DAM-A","Pim1",0.153,"ENSMUSG00000024014"
"248",2.51779008681865e-96,0.292678699707935,0.238,0.128,8.35327217103825e-92,"DAM-A","Ptgs2",0.11,"ENSMUSG00000032487"
"249",1.75439799427341e-92,0.306114125185725,0.677,0.539,5.8205662256009e-88,"DAM-A","Il1a",0.138,"ENSMUSG00000027399"
"250",1.74672224276204e-88,0.273176043974703,0.201,0.106,5.79510038481163e-84,"DAM-A","Ms4a7",0.095,"ENSMUSG00000024672"
"251",1.06052365784522e-84,0.332104071217158,0.38,0.261,3.51849933963309e-80,"DAM-A","Tnfsf9",0.119,"ENSMUSG00000035678"
"252",2.050770035266e-58,0.287869276165658,0.832,0.747,6.80383974600201e-54,"DAM-A","Timp2",0.085,"ENSMUSG00000017466"
"253",0,1.36349668713434,0.76,0.331,0,"DAM-B","Stmn1",0.429,"ENSMUSG00000028832"
"254",0,1.05825084764096,0.985,0.835,0,"DAM-B","Tuba1b",0.15,"ENSMUSG00000023004"
"255",0,1.03292597614023,0.45,0.031,0,"DAM-B","Pclaf",0.419,"ENSMUSG00000040204"
"256",0,0.986032858484408,0.967,0.9,0,"DAM-B","H2az1",0.0669999999999999,"ENSMUSG00000037894"
"257",0,0.980713451249208,0.802,0.499,0,"DAM-B","Hmgb2",0.303,"ENSMUSG00000054717"
"258",0,0.950593242527512,0.411,0.047,0,"DAM-B","Birc5",0.364,"ENSMUSG00000017716"
"259",0,0.933084395017425,0.34,0.062,0,"DAM-B","Ube2c",0.278,"ENSMUSG00000001403"
"260",0,0.925315100105481,0.975,0.849,0,"DAM-B","Tubb5",0.126,"ENSMUSG00000001525"
"261",0,0.834069733628248,0.985,0.725,0,"DAM-B","Ran",0.26,"ENSMUSG00000029430"
"262",0,0.833154645537605,0.653,0.142,0,"DAM-B","Cks1b",0.511,"ENSMUSG00000028044"
"263",0,0.825967607782049,0.953,0.619,0,"DAM-B","Ranbp1",0.334,"ENSMUSG00000005732"
"264",0,0.808079480856442,0.371,0.019,0,"DAM-B","Top2a",0.352,"ENSMUSG00000020914"
"265",0,0.710817075512799,0.455,0.069,0,"DAM-B","Cdk1",0.386,"ENSMUSG00000019942"
"266",0,0.69715397652843,0.348,0.084,0,"DAM-B","Cenpa",0.264,"ENSMUSG00000029177"
"267",0,0.647429104000404,0.364,0.047,0,"DAM-B","Cdca3",0.317,"ENSMUSG00000023505"
"268",0,0.629625205456275,0.329,0.01,0,"DAM-B","Pbk",0.319,"ENSMUSG00000022033"
"269",0,0.625235667037843,0.75,0.407,0,"DAM-B","Selenoh",0.343,"ENSMUSG00000076437"
"270",0,0.624504092710857,0.83,0.453,0,"DAM-B","Hmgn2",0.377,"ENSMUSG00000003038"
"271",0,0.620575393960192,0.527,0.096,0,"DAM-B","Smc2",0.431,"ENSMUSG00000028312"
"272",0,0.617075400049735,0.941,0.629,0,"DAM-B","Nme1",0.312,"ENSMUSG00000037601"
"273",0,0.606919317939747,0.985,0.849,0,"DAM-B","Eif5a",0.136,"ENSMUSG00000078812"
"274",0,0.60675554999315,0.632,0.298,0,"DAM-B","Tubb4b",0.334,"ENSMUSG00000036752"
"275",0,0.597180261052622,0.804,0.456,0,"DAM-B","Anp32b",0.348,"ENSMUSG00000028333"
"276",0,0.595996275638241,0.856,0.442,0,"DAM-B","Snrpd1",0.414,"ENSMUSG00000002477"
"277",0,0.587403544776928,0.957,0.852,0,"DAM-B","Hmgb1",0.105,"ENSMUSG00000066551"
"278",0,0.58422079381,0.916,0.589,0,"DAM-B","Tagln2",0.327,"ENSMUSG00000026547"
"279",0,0.582304631327493,0.381,0.035,0,"DAM-B","Cdca8",0.346,"ENSMUSG00000028873"
"280",0,0.57988745577257,0.453,0.089,0,"DAM-B","Smc4",0.364,"ENSMUSG00000034349"
"281",0,0.574855131950144,0.324,0.012,0,"DAM-B","Rrm2",0.312,"ENSMUSG00000020649"
"282",0,0.572633754760966,0.615,0.138,0,"DAM-B","Tipin",0.477,"ENSMUSG00000032397"
"283",0,0.571637408625727,0.983,0.857,0,"DAM-B","Hint1",0.126,"ENSMUSG00000020267"
"284",0,0.567285862543583,0.971,0.79,0,"DAM-B","Mif",0.181,"ENSMUSG00000033307"
"285",0,0.559488799717158,0.999,0.983,0,"DAM-B","Ptma",0.016,"ENSMUSG00000026238"
"286",0,0.556079505996196,0.999,0.949,0,"DAM-B","Gapdh",0.05,"ENSMUSG00000057666"
"287",0,0.551488050118262,0.465,0.064,0,"DAM-B","Lig1",0.401,"ENSMUSG00000056394"
"288",0,0.549632820405091,0.929,0.666,0,"DAM-B","Hmgn1",0.263,"ENSMUSG00000040681"
"289",0,0.545417722284084,0.54,0.06,0,"DAM-B","Mcm5",0.48,"ENSMUSG00000005410"
"290",0,0.541219189054484,0.255,0.014,0,"DAM-B","Cenpf",0.241,"ENSMUSG00000026605"
"291",0,0.539788342298592,0.701,0.266,0,"DAM-B","Lsm2",0.435,"ENSMUSG00000007050"
"292",0,0.538391184561478,0.779,0.377,0,"DAM-B","Dctpp1",0.402,"ENSMUSG00000042462"
"293",0,0.537820951940417,0.319,0.016,0,"DAM-B","Mki67",0.303,"ENSMUSG00000031004"
"294",0,0.535945125197208,0.304,0.05,0,"DAM-B","Ccnb2",0.254,"ENSMUSG00000032218"
"295",0,0.532857620847748,0.973,0.788,0,"DAM-B","Rps27l",0.185,"ENSMUSG00000036781"
"296",0,0.530049909680497,0.724,0.366,0,"DAM-B","Pcna",0.358,"ENSMUSG00000027342"
"297",0,0.52968799972879,0.672,0.227,0,"DAM-B","Dtymk",0.445,"ENSMUSG00000026281"
"298",0,0.523992678756292,0.355,0.022,0,"DAM-B","Tk1",0.333,"ENSMUSG00000025574"
"299",0,0.522004372350661,0.959,0.765,0,"DAM-B","Ldha",0.194,"ENSMUSG00000063229"
"300",0,0.521137053593207,0.434,0.132,0,"DAM-B","H2ax",0.302,"ENSMUSG00000049932"
"301",0,0.520422122068768,0.804,0.395,0,"DAM-B","Banf1",0.409,"ENSMUSG00000024844"
"302",0,0.518402288234666,0.959,0.748,0,"DAM-B","Atp5g1",0.211,"ENSMUSG00000006057"
"303",0,0.517664856361928,0.518,0.082,0,"DAM-B","Mcm6",0.436,"ENSMUSG00000026355"
"304",0,0.515802865234292,0.844,0.515,0,"DAM-B","Nap1l1",0.329,"ENSMUSG00000058799"
"305",0,0.513959146072681,0.859,0.511,0,"DAM-B","Nudc",0.348,"ENSMUSG00000028851"
"306",0,0.491153318050092,0.575,0.191,0,"DAM-B","Tmpo",0.384,"ENSMUSG00000019961"
"307",0,0.489297507118654,0.791,0.44,0,"DAM-B","Dek",0.351,"ENSMUSG00000021377"
"308",0,0.485530563756546,0.264,0.006,0,"DAM-B","Nusap1",0.258,"ENSMUSG00000027306"
"309",0,0.484320173532911,0.82,0.514,0,"DAM-B","Phgdh",0.306,"ENSMUSG00000053398"
"310",0,0.480343264955868,0.749,0.39,0,"DAM-B","Nucks1",0.359,"ENSMUSG00000026434"
"311",0,0.477764813201336,0.914,0.637,0,"DAM-B","Txn1",0.277,"ENSMUSG00000028367"
"312",0,0.475885570709383,0.435,0.054,0,"DAM-B","Dut",0.381,"ENSMUSG00000027203"
"313",0,0.475158475612778,0.266,0.021,0,"DAM-B","Cdc20",0.245,"ENSMUSG00000006398"
"314",0,0.474108938619266,0.572,0.181,0,"DAM-B","Mcm3",0.391,"ENSMUSG00000041859"
"315",0,0.469999867083459,0.77,0.382,0,"DAM-B","Lsm5",0.388,"ENSMUSG00000091625"
"316",0,0.4678180107358,0.467,0.071,0,"DAM-B","Gmnn",0.396,"ENSMUSG00000006715"
"317",0,0.466076882824401,0.329,0.027,0,"DAM-B","Racgap1",0.302,"ENSMUSG00000023015"
"318",0,0.465176077477646,0.854,0.533,0,"DAM-B","Ciao2a",0.321,"ENSMUSG00000032381"
"319",0,0.462328471002404,0.268,0.013,0,"DAM-B","Ccnb1",0.255,"ENSMUSG00000041431"
"320",0,0.461484798270408,0.521,0.098,0,"DAM-B","Dnajc9",0.423,"ENSMUSG00000021811"
"321",0,0.457759685904495,0.308,0.012,0,"DAM-B","Ccna2",0.296,"ENSMUSG00000027715"
"322",0,0.456855028895556,0.824,0.49,0,"DAM-B","Cdk4",0.334,"ENSMUSG00000006728"
"323",0,0.448694676823297,0.909,0.636,0,"DAM-B","Snrpe",0.273,"ENSMUSG00000090553"
"324",0,0.448256011275554,1,0.994,0,"DAM-B","Ppia",0.00600000000000001,"ENSMUSG00000071866"
"325",0,0.444471467917763,0.344,0.028,0,"DAM-B","Spc24",0.316,"ENSMUSG00000074476"
"326",0,0.443598753836463,0.529,0.163,0,"DAM-B","Ccdc34",0.366,"ENSMUSG00000027160"
"327",0,0.442802648388332,0.931,0.716,0,"DAM-B","Cox5a",0.215,"ENSMUSG00000000088"
"328",0,0.441566732318953,0.252,0.008,0,"DAM-B","Prc1",0.244,"ENSMUSG00000038943"
"329",0,0.436777977770482,0.737,0.378,0,"DAM-B","Mrpl18",0.359,"ENSMUSG00000057388"
"330",0,0.436477618239083,0.471,0.095,0,"DAM-B","Tyms",0.376,"ENSMUSG00000025747"
"331",0,0.42684839486667,0.508,0.122,0,"DAM-B","Pmf1",0.386,"ENSMUSG00000028066"
"332",0,0.424939638887998,0.453,0.061,0,"DAM-B","Mcm7",0.392,"ENSMUSG00000029730"
"333",0,0.420104569106954,0.96,0.811,0,"DAM-B","Atpif1",0.149,"ENSMUSG00000054428"
"334",0,0.419034446596781,0.812,0.47,0,"DAM-B","Mrpl42",0.342,"ENSMUSG00000062981"
"335",0,0.417109948572338,0.454,0.066,0,"DAM-B","Gins2",0.388,"ENSMUSG00000031821"
"336",0,0.415547848602021,0.668,0.297,0,"DAM-B","Ddx39",0.371,"ENSMUSG00000005481"
"337",0,0.411412080296589,0.945,0.819,0,"DAM-B","Sumo2",0.126,"ENSMUSG00000020738"
"338",0,0.410519292074816,0.742,0.39,0,"DAM-B","Psat1",0.352,"ENSMUSG00000024640"
"339",0,0.404871434789844,0.302,0.019,0,"DAM-B","Spc25",0.283,"ENSMUSG00000005233"
"340",0,0.402459374800255,0.281,0.014,0,"DAM-B","Tpx2",0.267,"ENSMUSG00000027469"
"341",0,0.397631039526631,0.579,0.232,0,"DAM-B","Siva1",0.347,"ENSMUSG00000064326"
"342",0,0.39527860307581,0.353,0.025,0,"DAM-B","Asf1b",0.328,"ENSMUSG00000005470"
"343",0,0.386271941645075,0.609,0.265,0,"DAM-B","Eif1ad",0.344,"ENSMUSG00000024841"
"344",0,0.380027907488322,0.47,0.105,0,"DAM-B","Fen1",0.365,"ENSMUSG00000024742"
"345",0,0.376841634987807,0.324,0.055,0,"DAM-B","Knstrn",0.269,"ENSMUSG00000027331"
"346",0,0.373390383426573,0.411,0.065,0,"DAM-B","Mcm2",0.346,"ENSMUSG00000002870"
"347",0,0.365317802873924,0.413,0.064,0,"DAM-B","Rrm1",0.349,"ENSMUSG00000030978"
"348",0,0.360599303463103,0.532,0.181,0,"DAM-B","Hat1",0.351,"ENSMUSG00000027018"
"349",0,0.360483916632626,0.396,0.065,0,"DAM-B","Ezh2",0.331,"ENSMUSG00000029687"
"350",0,0.355802595382886,0.328,0.039,0,"DAM-B","Tacc3",0.289,"ENSMUSG00000037313"
"351",0,0.353684555950035,0.551,0.191,0,"DAM-B","Sae1",0.36,"ENSMUSG00000052833"
"352",0,0.353111459110722,0.255,0.013,0,"DAM-B","Cenpe",0.242,"ENSMUSG00000045328"
"353",0,0.352730394043209,0.588,0.238,0,"DAM-B","Rfc2",0.35,"ENSMUSG00000023104"
"354",0,0.351335308712469,0.264,0.02,0,"DAM-B","Lockd",0.244,"ENSMUSG00000098318"
"355",0,0.347556890402374,0.999,0.988,0,"DAM-B","Rps2",0.011,"ENSMUSG00000044533"
"356",0,0.335190687741873,0.404,0.069,0,"DAM-B","Rpa2",0.335,"ENSMUSG00000028884"
"357",0,0.330257559155219,0.462,0.119,0,"DAM-B","Cbx5",0.343,"ENSMUSG00000009575"
"358",0,0.329847711795173,0.318,0.027,0,"DAM-B","Hells",0.291,"ENSMUSG00000025001"
"359",0,0.328792164099409,0.243,0.03,0,"DAM-B","Cdkn3",0.213,"ENSMUSG00000037628"
"360",0,0.328459231972462,0.482,0.173,0,"DAM-B","Shmt2",0.309,"ENSMUSG00000025403"
"361",0,0.328038849167365,0.401,0.095,0,"DAM-B","Syce2",0.306,"ENSMUSG00000003824"
"362",0,0.317579383805657,0.585,0.242,0,"DAM-B","Exosc8",0.343,"ENSMUSG00000027752"
"363",0,0.316674014235965,0.449,0.142,0,"DAM-B","Cmc2",0.307,"ENSMUSG00000014633"
"364",0,0.314750382969622,0.347,0.068,0,"DAM-B","Incenp",0.279,"ENSMUSG00000024660"
"365",0,0.310201134863735,0.264,0.014,0,"DAM-B","Aurkb",0.25,"ENSMUSG00000020897"
"366",0,0.30522675175233,0.491,0.177,0,"DAM-B","Rangap1",0.314,"ENSMUSG00000022391"
"367",0,0.293028722622586,0.491,0.174,0,"DAM-B","Pole3",0.317,"ENSMUSG00000028394"
"368",0,0.292921096975959,0.201,0.007,0,"DAM-B","Hmmr",0.194,"ENSMUSG00000020330"
"369",0,0.285901994679661,0.276,0.02,0,"DAM-B","Cenpm",0.256,"ENSMUSG00000068101"
"370",0,0.284956380471698,0.216,0.007,0,"DAM-B","Pimreg",0.209,"ENSMUSG00000020808"
"371",0,0.283666282099009,0.38,0.086,0,"DAM-B","Orc6",0.294,"ENSMUSG00000031697"
"372",0,0.283499571013925,0.293,0.018,0,"DAM-B","Uhrf1",0.275,"ENSMUSG00000001228"
"373",0,0.281397667737578,0.268,0.006,0,"DAM-B","Rad51ap1",0.262,"ENSMUSG00000030346"
"374",0,0.277442317833345,0.251,0.019,0,"DAM-B","Tcf19",0.232,"ENSMUSG00000050410"
"375",0,0.276744141537161,0.337,0.06,0,"DAM-B","Rfc4",0.277,"ENSMUSG00000022881"
"376",0,0.272635350165965,0.304,0.034,0,"DAM-B","Cenpw",0.27,"ENSMUSG00000075266"
"377",0,0.272092330607869,0.357,0.052,0,"DAM-B","Rfc5",0.305,"ENSMUSG00000029363"
"378",0,0.268098641917668,0.317,0.061,0,"DAM-B","Atad2",0.256,"ENSMUSG00000022360"
"379",0,0.266851451536217,0.262,0.031,0,"DAM-B","Ung",0.231,"ENSMUSG00000029591"
"380",0,0.261869514304901,0.431,0.14,0,"DAM-B","Jpt2",0.291,"ENSMUSG00000024165"
"381",0,0.259017831151669,0.385,0.104,0,"DAM-B","Tubg1",0.281,"ENSMUSG00000035198"
"382",0,0.257755769427008,0.2,0.006,0,"DAM-B","Plk1",0.194,"ENSMUSG00000030867"
"383",0,0.257536693821864,0.323,0.052,0,"DAM-B","Mcm4",0.271,"ENSMUSG00000022673"
"384",0,0.257530657847022,0.241,0.027,0,"DAM-B","Ckap2l",0.214,"ENSMUSG00000048327"
"385",0,0.257106478428121,0.384,0.11,0,"DAM-B","Pold2",0.274,"ENSMUSG00000020471"
"386",0,0.254537647155482,0.339,0.061,0,"DAM-B","Haus4",0.278,"ENSMUSG00000022177"
"387",1.27701870749641e-307,0.266007562140612,0.378,0.117,4.23676496586083e-303,"DAM-B","Usp1",0.261,"ENSMUSG00000028560"
"388",1.16244962408643e-306,0.388822514149367,0.932,0.761,3.85665911783155e-302,"DAM-B","Snrpb",0.171,"ENSMUSG00000027404"
"389",1.0041482680691e-304,0.363967829662567,0.979,0.827,3.33146270897286e-300,"DAM-B","Pkm",0.152,"ENSMUSG00000032294"
"390",2.96952739561081e-303,0.507009468593032,0.737,0.391,9.85200104041797e-299,"DAM-B","Pa2g4",0.346,"ENSMUSG00000025364"
"391",3.91239183684035e-302,0.497544234932509,0.886,0.588,1.29801423970852e-297,"DAM-B","Cycs",0.298,"ENSMUSG00000063694"
"392",5.31419484848453e-301,0.574017635434462,0.665,0.346,1.76309042488171e-296,"DAM-B","Cks2",0.319,"ENSMUSG00000062248"
"393",1.3951634603477e-298,0.468071490962538,0.776,0.432,4.62873381239555e-294,"DAM-B","Impdh2",0.344,"ENSMUSG00000062867"
"394",4.27856561571216e-297,0.6081502049123,0.826,0.578,1.41949971432482e-292,"DAM-B","Ube2s",0.248,"ENSMUSG00000060860"
"395",9.12425027477724e-293,0.311027738915841,0.526,0.211,3.02715251366285e-288,"DAM-B","Nasp",0.315,"ENSMUSG00000028693"
"396",1.25362426435653e-291,0.421223768601744,0.963,0.814,4.15914922185566e-287,"DAM-B","Serbp1",0.149,"ENSMUSG00000036371"
"397",9.16192565843778e-291,0.396811419567122,0.951,0.786,3.0396520756999e-286,"DAM-B","Ndufa4",0.165,"ENSMUSG00000029632"
"398",3.69876071420082e-290,0.370541289257404,0.716,0.378,1.22713784215041e-285,"DAM-B","Mrpl51",0.338,"ENSMUSG00000030335"
"399",8.18446155834499e-290,0.348241274477287,0.682,0.338,2.71535881121212e-285,"DAM-B","Rbbp7",0.344,"ENSMUSG00000031353"
"400",2.72104498403155e-288,0.434937149800301,0.864,0.548,9.02761094352147e-284,"DAM-B","Ndufa12",0.316,"ENSMUSG00000020022"
"401",1.24311244166425e-282,0.487918016741413,0.927,0.668,4.12427414770948e-278,"DAM-B","Bola2",0.259,"ENSMUSG00000047721"
"402",1.58459028853561e-282,0.401050683315001,0.92,0.725,5.25719520027459e-278,"DAM-B","Uqcr10",0.195,"ENSMUSG00000059534"
"403",1.69445620410016e-280,0.415356596016068,0.66,0.317,5.62169734834311e-276,"DAM-B","Snrpa1",0.343,"ENSMUSG00000030512"
"404",1.05487237361078e-279,0.336620853455549,0.647,0.313,3.49975007392847e-275,"DAM-B","Ssrp1",0.334,"ENSMUSG00000027067"
"405",1.22164548522336e-278,0.398523911379083,0.846,0.55,4.05305322632555e-274,"DAM-B","Lsm6",0.296,"ENSMUSG00000031683"
"406",2.00051889564225e-278,0.444505662862091,0.687,0.327,6.63712154007228e-274,"DAM-B","Msr1",0.36,"ENSMUSG00000025044"
"407",3.05898794602584e-277,0.464858803590901,0.826,0.514,1.01488043085299e-272,"DAM-B","Nhp2",0.312,"ENSMUSG00000001056"
"408",1.23802647476999e-275,0.365224016064071,0.974,0.867,4.10740043534439e-271,"DAM-B","Atp5b",0.107,"ENSMUSG00000025393"
"409",5.70669696845747e-275,0.334303699744345,0.998,0.976,1.89331085322514e-270,"DAM-B","Rpsa",0.022,"ENSMUSG00000032518"
"410",3.15721745442128e-270,0.392721148077525,0.868,0.576,1.04747003485335e-265,"DAM-B","Mrpl33",0.292,"ENSMUSG00000106918"
"411",4.78293299295146e-270,0.382511724071357,0.839,0.54,1.58683367907151e-265,"DAM-B","Lsm4",0.299,"ENSMUSG00000031848"
"412",3.07457519905203e-269,0.410335220903563,0.779,0.453,1.02005181378949e-264,"DAM-B","Mrpl12",0.326,"ENSMUSG00000039640"
"413",4.09355334841532e-269,0.362077429085477,0.956,0.825,1.35811819440375e-264,"DAM-B","Atp5j",0.131,"ENSMUSG00000022890"
"414",1.20401121988733e-268,0.41229953337508,0.897,0.647,3.99454802422019e-264,"DAM-B","Timm13",0.25,"ENSMUSG00000020219"
"415",5.92904504009701e-266,0.384831011386388,0.956,0.804,1.96707927295299e-261,"DAM-B","Uqcrq",0.152,"ENSMUSG00000044894"
"416",4.69614017150092e-265,0.582047179494735,0.878,0.584,1.55803842469886e-260,"DAM-B","Set",0.294,"ENSMUSG00000054766"
"417",2.03671313476495e-261,0.295069030380237,0.629,0.298,6.75720316720967e-257,"DAM-B","Lsm3",0.331,"ENSMUSG00000034192"
"418",4.81075785813252e-257,0.277148338342091,0.543,0.236,1.59606513459263e-252,"DAM-B","Uchl5",0.307,"ENSMUSG00000018189"
"419",6.17284647339664e-257,0.425932172002996,0.972,0.834,2.0479652744788e-252,"DAM-B","Rbm3",0.138,"ENSMUSG00000031167"
"420",3.94695460275161e-255,0.429721483997222,0.887,0.612,1.3094811285549e-250,"DAM-B","Nop10",0.275,"ENSMUSG00000027133"
"421",2.55782263561419e-252,0.333031619428263,0.64,0.309,8.48608815817721e-248,"DAM-B","Bola3",0.331,"ENSMUSG00000045160"
"422",3.18461509035215e-251,0.368673073885024,0.788,0.462,1.05655974852613e-246,"DAM-B","Pdap1",0.326,"ENSMUSG00000029623"
"423",7.04170884210704e-251,0.311537424063688,0.696,0.364,2.33622774254585e-246,"DAM-B","Dpy30",0.332,"ENSMUSG00000024067"
"424",7.83123951252959e-251,0.283920623864666,0.998,0.984,2.59817033307194e-246,"DAM-B","Pfn1",0.014,"ENSMUSG00000018293"
