	p_val	avg_logFC	pct.1	pct.2	p_val_adj
Slc12a2	8.46609286393718e-276	0.273527715821182	0.256	0.134	1.79684354944203e-271
Rnf13	6.43523947643149e-271	0.317284673355562	0.579	0.446	1.36581522647782e-266
Ppp1r14b	1.777054935233e-267	0.509206734709204	0.467	0.362	3.77162139453852e-263
Psat1	4.02968684193982e-260	0.254768107150255	0.368	0.232	8.55260735333308e-256
Ppp1r14a	1.24608594512628e-259	0.677748665087671	0.126	0.048	2.64469280993602e-255
Rtn4	1.40183153463787e-247	0.430635001449903	0.692	0.618	2.97524724911542e-243
Zfp36l1	2.72149522753471e-246	0.565649653817299	0.701	0.658	5.77610147091967e-242
Macf1	1.28132879035604e-242	0.279865763582001	0.57	0.444	2.71949222465166e-238
Nav2	3.45254597997515e-237	0.340978339863956	0.284	0.171	7.32768358789927e-233
Tkt	1.56310868045789e-236	0.258196865768746	0.624	0.515	3.31754186340383e-232
Septin4	7.10377378570685e-226	0.647105841222311	0.241	0.133	1.50770494827842e-221
Qdpr	3.46548516301439e-224	0.634343659423024	0.408	0.29	7.35514570998173e-220
Fosb	2.13734318869936e-218	0.40901799864953	0.523	0.414	4.53629718369553e-214
Ifitm3	9.76995770587549e-216	0.411020215742426	0.75	0.75	2.07357582349501e-211
Car2	2.30694242289731e-210	1.20701368267826	0.229	0.133	4.89625459835724e-206
Tmem176b	3.80041178454597e-209	0.403222811454358	0.617	0.506	8.06599397152036e-205
Marcks	8.12059732250884e-201	0.295268129083672	0.719	0.618	1.72351557572928e-196
Tagln2	9.85235717613205e-201	0.293284348307424	0.812	0.764	2.09106428706227e-196
Pde4b	6.45977836229976e-199	0.263868601323767	0.346	0.232	1.3710233596145e-194
Plec	5.48383491060332e-185	0.309095664867165	0.386	0.272	1.16388912142645e-180
Endod1	1.1204800370367e-175	0.300725338552873	0.201	0.115	2.37810683060669e-171
Mag	7.41288108820042e-174	1.15918298130847	0.16	0.087	1.57330988215966e-169
Snx1	1.32130726715933e-159	0.285308996230078	0.435	0.349	2.80434254381895e-155
Rhoj	2.96665799913208e-145	0.263764169768257	0.237	0.148	6.29643493735792e-141
Hes1	8.98911574381003e-143	0.28943372445935	0.474	0.375	1.90784992546624e-138
Stmn1	4.55215972969274e-121	0.467313645326917	0.471	0.372	9.66150381029987e-117
Sdc3	2.2977573234818e-103	0.333711910100613	0.305	0.246	4.87676014335777e-99
Tmem167	1.36853324842353e-82	0.305506683461737	0.576	0.548	2.90457496645411e-78
Nav1	3.68710751978659e-81	0.26813911177399	0.235	0.178	7.82551699999505e-77
Apod	2.58912778576262e-64	1.52276336915181	0.231	0.177	5.49516481250259e-60
Sec11c	1.68315372548385e-59	0.43187728105005	0.611	0.607	3.57232546696693e-55
Tnfrsf12a	1.36622605539047e-53	0.369753409468242	0.357	0.326	2.89967817996073e-49
Pmepa1	1.54904091056227e-45	0.297339169403821	0.47	0.434	3.28768442857736e-41
Mal	3.34284896301168e-40	0.430334056644841	0.164	0.225	7.09486263909599e-36
Lims2	1.28611922195317e-30	0.308240617414554	0.183	0.151	2.7296594366734e-26
Btg2	8.53961923212623e-30	0.420104778160243	0.654	0.696	1.81244878582647e-25
Gsn	1.06299765983099e-18	0.312273265332734	0.29	0.264	2.25610623322529e-14
Pdlim2	0.2848538092723	0.353698912872662	0.15	0.157	1
