"Pair_name","Score","pval","adj_pval","Ligand_cell","Receptor_cell","split.by","Ligand","Receptor","Ligand_avgExp","Receptor_avgExp","Ligand_pct","Receptor_pct","Cell_pair","LR_pair","Ligand_cell_pct","Receptor_cell_pct"
"Clcf1_Lifr",0.0533375880330412,1,1,"DAM-B","OPC-B","1dpi","Clcf1","Lifr",0.0353582260856601,0.0713169499804224,0.06,0.157,"DAM-B_OPC-B","Clcf1_Lifr",42.6,69.8
"Clcf1_Lifr",0.0637777875351557,0.979,1,"DAM-C","OPC-B","1dpi","Clcf1","Lifr",0.056238625089889,0.0713169499804224,0.09,0.157,"DAM-C_OPC-B","Clcf1_Lifr",42.1,69.8
"Clcf1_Lifr",0.0676266529159594,0.939,1,"Fibroblast","OPC-B","1dpi","Clcf1","Lifr",0.0639363558514965,0.0713169499804224,0.095,0.157,"Fibroblast_OPC-B","Clcf1_Lifr",40,69.8
"Clcf1_Lifr",0.232570464377131,0,0.944,"Astroependymal","OPC-B","1dpi","Clcf1","Lifr",0.393823978773839,0.0713169499804224,0.448,0.157,"Astroependymal_OPC-B","Clcf1_Lifr",79.7,69.8
"Clcf1_Lifr",0.0506893204095984,1,1,"OPC-A","OPC-B","1dpi","Clcf1","Lifr",0.0300616908387744,0.0713169499804224,0.048,0.157,"OPC-A_OPC-B","Clcf1_Lifr",28.4,69.8
"Clcf1_Lifr",0.163181244073883,0,0.994,"OPC-B","OPC-B","1dpi","Clcf1","Lifr",0.255045538167343,0.0713169499804224,0.382,0.157,"OPC-B_OPC-B","Clcf1_Lifr",69.8,69.8
"Clcf1_Lifr",0.111500965246453,0,1,"Monocyte","Oligodendrocyte","1dpi","Clcf1","Lifr",0.104420578340838,0.118581352152068,0.091,0.182,"Monocyte_Oligodendrocyte","Clcf1_Lifr",57.4,39
"Clcf1_Lifr",0.099224248863322,0.02,1,"Macrophage-A","Oligodendrocyte","1dpi","Clcf1","Lifr",0.0798671455745757,0.118581352152068,0.073,0.182,"Macrophage-A_Oligodendrocyte","Clcf1_Lifr",22.5,39
"Clcf1_Lifr",0.0592906760760342,0.92,1,"Macrophage-B","Oligodendrocyte","1dpi","Clcf1","Lifr",0,0.118581352152068,0,0.182,"Macrophage-B_Oligodendrocyte","Clcf1_Lifr",1.7,39
"Clcf1_Lifr",0.0776062648992403,0.697,1,"H-Microglia","Oligodendrocyte","1dpi","Clcf1","Lifr",0.0366311776464122,0.118581352152068,0.06,0.182,"H-Microglia_Oligodendrocyte","Clcf1_Lifr",17.3,39
"Clcf1_Lifr",0.100253065063115,0.00800000000000001,1,"DAM-A","Oligodendrocyte","1dpi","Clcf1","Lifr",0.0819247779741617,0.118581352152068,0.114,0.182,"DAM-A_Oligodendrocyte","Clcf1_Lifr",22.4,39
"Clcf1_Lifr",0.0769697891188642,0.727,1,"DAM-B","Oligodendrocyte","1dpi","Clcf1","Lifr",0.0353582260856601,0.118581352152068,0.06,0.182,"DAM-B_Oligodendrocyte","Clcf1_Lifr",42.6,39
"Clcf1_Lifr",0.0874099886209787,0.223,1,"DAM-C","Oligodendrocyte","1dpi","Clcf1","Lifr",0.056238625089889,0.118581352152068,0.09,0.182,"DAM-C_Oligodendrocyte","Clcf1_Lifr",42.1,39
"Clcf1_Lifr",0.0912588540017824,0.174,1,"Fibroblast","Oligodendrocyte","1dpi","Clcf1","Lifr",0.0639363558514965,0.118581352152068,0.095,0.182,"Fibroblast_Oligodendrocyte","Clcf1_Lifr",40,39
"Clcf1_Lifr",0.256202665462954,0,0.902,"Astroependymal","Oligodendrocyte","1dpi","Clcf1","Lifr",0.393823978773839,0.118581352152068,0.448,0.182,"Astroependymal_Oligodendrocyte","Clcf1_Lifr",79.7,39
"Clcf1_Lifr",0.0743215214954214,0.815,1,"OPC-A","Oligodendrocyte","1dpi","Clcf1","Lifr",0.0300616908387744,0.118581352152068,0.048,0.182,"OPC-A_Oligodendrocyte","Clcf1_Lifr",28.4,39
"Clcf1_Lifr",0.186813445159706,0,0.984,"OPC-B","Oligodendrocyte","1dpi","Clcf1","Lifr",0.255045538167343,0.118581352152068,0.382,0.182,"OPC-B_Oligodendrocyte","Clcf1_Lifr",69.8,39
"Clcf1_Lifr",0.0555293274750746,0.892,1,"Monocyte","Pericyte","3dpi","Clcf1","Lifr",0.0407031556721174,0.0703554992780318,0.035,0.05,"Monocyte_Pericyte","Clcf1_Lifr",33.2,12.9
"Clcf1_Lifr",0.0440357439142961,0.979,1,"Macrophage-A","Pericyte","3dpi","Clcf1","Lifr",0.0177159885505603,0.0703554992780318,0.026,0.05,"Macrophage-A_Pericyte","Clcf1_Lifr",58.1,12.9
"Clcf1_Lifr",0.0380959779399737,0.989,1,"Macrophage-B","Pericyte","3dpi","Clcf1","Lifr",0.00583645660191546,0.0703554992780318,0.008,0.05,"Macrophage-B_Pericyte","Clcf1_Lifr",51,12.9
"Clcf1_Lifr",0.0643099804880267,0.777,1,"H-Microglia","Pericyte","3dpi","Clcf1","Lifr",0.0582644616980215,0.0703554992780318,0.058,0.05,"H-Microglia_Pericyte","Clcf1_Lifr",20.5,12.9
"Clcf1_Lifr",0.0690193837977739,0.713,1,"DAM-A","Pericyte","3dpi","Clcf1","Lifr",0.0676832683175159,0.0703554992780318,0.075,0.05,"DAM-A_Pericyte","Clcf1_Lifr",28.8,12.9
"Clcf1_Lifr",0.0579467917649396,0.869,1,"DAM-B","Pericyte","3dpi","Clcf1","Lifr",0.0455380842518473,0.0703554992780318,0.066,0.05,"DAM-B_Pericyte","Clcf1_Lifr",38.5,12.9
"Clcf1_Lifr",0.0414867212669221,0.973,1,"DAM-C","Pericyte","3dpi","Clcf1","Lifr",0.0126179432558123,0.0703554992780318,0.028,0.05,"DAM-C_Pericyte","Clcf1_Lifr",22.6,12.9
"Clcf1_Lifr",0.088927409909,0.348,1,"Fibroblast","Pericyte","3dpi","Clcf1","Lifr",0.107499320539968,0.0703554992780318,0.133,0.05,"Fibroblast_Pericyte","Clcf1_Lifr",18.7,12.9
"Clcf1_Lifr",0.152161651616481,0.003,0.999,"Astroependymal","Pericyte","3dpi","Clcf1","Lifr",0.233967803954929,0.0703554992780318,0.262,0.05,"Astroependymal_Pericyte","Clcf1_Lifr",16.2,12.9
"Clcf1_Lifr",0.0374072011148867,0.99,1,"OPC-A","Pericyte","3dpi","Clcf1","Lifr",0.00445890295174162,0.0703554992780318,0.003,0.05,"OPC-A_Pericyte","Clcf1_Lifr",16.6,12.9
"Clcf1_Lifr",0.0486227566913403,0.929,1,"OPC-B","Pericyte","3dpi","Clcf1","Lifr",0.0268900141046488,0.0703554992780318,0.048,0.05,"OPC-B_Pericyte","Clcf1_Lifr",24.1,12.9
"Clcf1_Lifr",0.0412799098273599,1,1,"Monocyte","Fibroblast","3dpi","Clcf1","Lifr",0.0407031556721174,0.0418566639826023,0.035,0.076,"Monocyte_Fibroblast","Clcf1_Lifr",33.2,18.7
"Clcf1_Lifr",0.0297863262665813,1,1,"Macrophage-A","Fibroblast","3dpi","Clcf1","Lifr",0.0177159885505603,0.0418566639826023,0.026,0.076,"Macrophage-A_Fibroblast","Clcf1_Lifr",58.1,18.7
"Clcf1_Lifr",0.0238465602922589,1,1,"Macrophage-B","Fibroblast","3dpi","Clcf1","Lifr",0.00583645660191546,0.0418566639826023,0.008,0.076,"Macrophage-B_Fibroblast","Clcf1_Lifr",51,18.7
"Clcf1_Lifr",0.0500605628403119,0.994,1,"H-Microglia","Fibroblast","3dpi","Clcf1","Lifr",0.0582644616980215,0.0418566639826023,0.058,0.076,"H-Microglia_Fibroblast","Clcf1_Lifr",20.5,18.7
"Clcf1_Lifr",0.0547699661500591,0.985,1,"DAM-A","Fibroblast","3dpi","Clcf1","Lifr",0.0676832683175159,0.0418566639826023,0.075,0.076,"DAM-A_Fibroblast","Clcf1_Lifr",28.8,18.7
"Clcf1_Lifr",0.0436973741172248,0.999,1,"DAM-B","Fibroblast","3dpi","Clcf1","Lifr",0.0455380842518473,0.0418566639826023,0.066,0.076,"DAM-B_Fibroblast","Clcf1_Lifr",38.5,18.7
"Clcf1_Lifr",0.0272373036192073,1,1,"DAM-C","Fibroblast","3dpi","Clcf1","Lifr",0.0126179432558123,0.0418566639826023,0.028,0.076,"DAM-C_Fibroblast","Clcf1_Lifr",22.6,18.7
"Clcf1_Lifr",0.0746779922612852,0.662,1,"Fibroblast","Fibroblast","3dpi","Clcf1","Lifr",0.107499320539968,0.0418566639826023,0.133,0.076,"Fibroblast_Fibroblast","Clcf1_Lifr",18.7,18.7
"Clcf1_Lifr",0.137912233968766,0.001,1,"Astroependymal","Fibroblast","3dpi","Clcf1","Lifr",0.233967803954929,0.0418566639826023,0.262,0.076,"Astroependymal_Fibroblast","Clcf1_Lifr",16.2,18.7
"Clcf1_Lifr",0.023157783467172,1,1,"OPC-A","Fibroblast","3dpi","Clcf1","Lifr",0.00445890295174162,0.0418566639826023,0.003,0.076,"OPC-A_Fibroblast","Clcf1_Lifr",16.6,18.7
"Clcf1_Lifr",0.0343733390436256,1,1,"OPC-B","Fibroblast","3dpi","Clcf1","Lifr",0.0268900141046488,0.0418566639826023,0.048,0.076,"OPC-B_Fibroblast","Clcf1_Lifr",24.1,18.7
"Clcf1_Lifr",0.0343034448438304,1,1,"Monocyte","Astroependymal","3dpi","Clcf1","Lifr",0.0407031556721174,0.0279037340155433,0.035,0.044,"Monocyte_Astroependymal","Clcf1_Lifr",33.2,16.2
"Clcf1_Lifr",0.0228098612830518,1,1,"Macrophage-A","Astroependymal","3dpi","Clcf1","Lifr",0.0177159885505603,0.0279037340155433,0.026,0.044,"Macrophage-A_Astroependymal","Clcf1_Lifr",58.1,16.2
"Clcf1_Lifr",0.0168700953087294,1,1,"Macrophage-B","Astroependymal","3dpi","Clcf1","Lifr",0.00583645660191546,0.0279037340155433,0.008,0.044,"Macrophage-B_Astroependymal","Clcf1_Lifr",51,16.2
"Clcf1_Lifr",0.0430840978567824,1,1,"H-Microglia","Astroependymal","3dpi","Clcf1","Lifr",0.0582644616980215,0.0279037340155433,0.058,0.044,"H-Microglia_Astroependymal","Clcf1_Lifr",20.5,16.2
"Clcf1_Lifr",0.0477935011665296,1,1,"DAM-A","Astroependymal","3dpi","Clcf1","Lifr",0.0676832683175159,0.0279037340155433,0.075,0.044,"DAM-A_Astroependymal","Clcf1_Lifr",28.8,16.2
"Clcf1_Lifr",0.0367209091336953,1,1,"DAM-B","Astroependymal","3dpi","Clcf1","Lifr",0.0455380842518473,0.0279037340155433,0.066,0.044,"DAM-B_Astroependymal","Clcf1_Lifr",38.5,16.2
"Clcf1_Lifr",0.0202608386356778,1,1,"DAM-C","Astroependymal","3dpi","Clcf1","Lifr",0.0126179432558123,0.0279037340155433,0.028,0.044,"DAM-C_Astroependymal","Clcf1_Lifr",22.6,16.2
"Clcf1_Lifr",0.0677015272777557,0.852,1,"Fibroblast","Astroependymal","3dpi","Clcf1","Lifr",0.107499320539968,0.0279037340155433,0.133,0.044,"Fibroblast_Astroependymal","Clcf1_Lifr",18.7,16.2
"Clcf1_Lifr",0.130935768985236,0,1,"Astroependymal","Astroependymal","3dpi","Clcf1","Lifr",0.233967803954929,0.0279037340155433,0.262,0.044,"Astroependymal_Astroependymal","Clcf1_Lifr",16.2,16.2
"Clcf1_Lifr",0.0161813184836425,1,1,"OPC-A","Astroependymal","3dpi","Clcf1","Lifr",0.00445890295174162,0.0279037340155433,0.003,0.044,"OPC-A_Astroependymal","Clcf1_Lifr",16.6,16.2
"Clcf1_Lifr",0.0273968740600961,1,1,"OPC-B","Astroependymal","3dpi","Clcf1","Lifr",0.0268900141046488,0.0279037340155433,0.048,0.044,"OPC-B_Astroependymal","Clcf1_Lifr",24.1,16.2
"Clcf1_Lifr",0.216816095303009,0,0.966,"Monocyte","Astrocyte","3dpi","Clcf1","Lifr",0.0407031556721174,0.3929290349339,0.035,0.321,"Monocyte_Astrocyte","Clcf1_Lifr",33.2,20.7
"Clcf1_Lifr",0.20532251174223,0,0.973,"Macrophage-A","Astrocyte","3dpi","Clcf1","Lifr",0.0177159885505603,0.3929290349339,0.026,0.321,"Macrophage-A_Astrocyte","Clcf1_Lifr",58.1,20.7
"Clcf1_Lifr",0.199382745767908,0,0.976,"Macrophage-B","Astrocyte","3dpi","Clcf1","Lifr",0.00583645660191546,0.3929290349339,0.008,0.321,"Macrophage-B_Astrocyte","Clcf1_Lifr",51,20.7
"Clcf1_Lifr",0.225596748315961,0,0.956,"H-Microglia","Astrocyte","3dpi","Clcf1","Lifr",0.0582644616980215,0.3929290349339,0.058,0.321,"H-Microglia_Astrocyte","Clcf1_Lifr",20.5,20.7
"Clcf1_Lifr",0.230306151625708,0,0.948,"DAM-A","Astrocyte","3dpi","Clcf1","Lifr",0.0676832683175159,0.3929290349339,0.075,0.321,"DAM-A_Astrocyte","Clcf1_Lifr",28.8,20.7
"Clcf1_Lifr",0.219233559592874,0,0.963,"DAM-B","Astrocyte","3dpi","Clcf1","Lifr",0.0455380842518473,0.3929290349339,0.066,0.321,"DAM-B_Astrocyte","Clcf1_Lifr",38.5,20.7
"Clcf1_Lifr",0.202773489094856,0,0.974,"DAM-C","Astrocyte","3dpi","Clcf1","Lifr",0.0126179432558123,0.3929290349339,0.028,0.321,"DAM-C_Astrocyte","Clcf1_Lifr",22.6,20.7
"Clcf1_Lifr",0.250214177736934,0,0.921,"Fibroblast","Astrocyte","3dpi","Clcf1","Lifr",0.107499320539968,0.3929290349339,0.133,0.321,"Fibroblast_Astrocyte","Clcf1_Lifr",18.7,20.7
"Clcf1_Lifr",0.313448419444415,0,0.771,"Astroependymal","Astrocyte","3dpi","Clcf1","Lifr",0.233967803954929,0.3929290349339,0.262,0.321,"Astroependymal_Astrocyte","Clcf1_Lifr",16.2,20.7
"Clcf1_Lifr",0.198693968942821,0,0.976,"OPC-A","Astrocyte","3dpi","Clcf1","Lifr",0.00445890295174162,0.3929290349339,0.003,0.321,"OPC-A_Astrocyte","Clcf1_Lifr",16.6,20.7
"Clcf1_Lifr",0.209909524519274,0,0.971,"OPC-B","Astrocyte","3dpi","Clcf1","Lifr",0.0268900141046488,0.3929290349339,0.048,0.321,"OPC-B_Astrocyte","Clcf1_Lifr",24.1,20.7
"Clcf1_Lifr",0.0929966033131434,0.121,1,"Monocyte","OPC-A","3dpi","Clcf1","Lifr",0.0407031556721174,0.145290050954169,0.035,0.112,"Monocyte_OPC-A","Clcf1_Lifr",33.2,16.6
"Clcf1_Lifr",0.0815030197523648,0.493,1,"Macrophage-A","OPC-A","3dpi","Clcf1","Lifr",0.0177159885505603,0.145290050954169,0.026,0.112,"Macrophage-A_OPC-A","Clcf1_Lifr",58.1,16.6
"Clcf1_Lifr",0.0755632537780424,0.761,1,"Macrophage-B","OPC-A","3dpi","Clcf1","Lifr",0.00583645660191546,0.145290050954169,0.008,0.112,"Macrophage-B_OPC-A","Clcf1_Lifr",51,16.6
"Clcf1_Lifr",0.101777256326095,0.013,1,"H-Microglia","OPC-A","3dpi","Clcf1","Lifr",0.0582644616980215,0.145290050954169,0.058,0.112,"H-Microglia_OPC-A","Clcf1_Lifr",20.5,16.6
"Clcf1_Lifr",0.106486659635843,0.004,1,"DAM-A","OPC-A","3dpi","Clcf1","Lifr",0.0676832683175159,0.145290050954169,0.075,0.112,"DAM-A_OPC-A","Clcf1_Lifr",28.8,16.6
"Clcf1_Lifr",0.0954140676030083,0.083,1,"DAM-B","OPC-A","3dpi","Clcf1","Lifr",0.0455380842518473,0.145290050954169,0.066,0.112,"DAM-B_OPC-A","Clcf1_Lifr",38.5,16.6
"Clcf1_Lifr",0.0789539971049908,0.594,1,"DAM-C","OPC-A","3dpi","Clcf1","Lifr",0.0126179432558123,0.145290050954169,0.028,0.112,"DAM-C_OPC-A","Clcf1_Lifr",22.6,16.6
"Clcf1_Lifr",0.126394685747069,0.001,1,"Fibroblast","OPC-A","3dpi","Clcf1","Lifr",0.107499320539968,0.145290050954169,0.133,0.112,"Fibroblast_OPC-A","Clcf1_Lifr",18.7,16.6
"Clcf1_Lifr",0.189628927454549,0,0.98,"Astroependymal","OPC-A","3dpi","Clcf1","Lifr",0.233967803954929,0.145290050954169,0.262,0.112,"Astroependymal_OPC-A","Clcf1_Lifr",16.2,16.6
"Clcf1_Lifr",0.0748744769529555,0.725,1,"OPC-A","OPC-A","3dpi","Clcf1","Lifr",0.00445890295174162,0.145290050954169,0.003,0.112,"OPC-A_OPC-A","Clcf1_Lifr",16.6,16.6
"Clcf1_Lifr",0.0860900325294091,0.351,1,"OPC-B","OPC-A","3dpi","Clcf1","Lifr",0.0268900141046488,0.145290050954169,0.048,0.112,"OPC-B_OPC-A","Clcf1_Lifr",24.1,16.6
"Clcf1_Lifr",0.0507187078596267,0.996,1,"Monocyte","OPC-B","3dpi","Clcf1","Lifr",0.0407031556721174,0.0607342600471361,0.035,0.102,"Monocyte_OPC-B","Clcf1_Lifr",33.2,24.1
"Clcf1_Lifr",0.0392251242988482,1,1,"Macrophage-A","OPC-B","3dpi","Clcf1","Lifr",0.0177159885505603,0.0607342600471361,0.026,0.102,"Macrophage-A_OPC-B","Clcf1_Lifr",58.1,24.1
"Clcf1_Lifr",0.0332853583245258,1,1,"Macrophage-B","OPC-B","3dpi","Clcf1","Lifr",0.00583645660191546,0.0607342600471361,0.008,0.102,"Macrophage-B_OPC-B","Clcf1_Lifr",51,24.1
"Clcf1_Lifr",0.0594993608725788,0.974,1,"H-Microglia","OPC-B","3dpi","Clcf1","Lifr",0.0582644616980215,0.0607342600471361,0.058,0.102,"H-Microglia_OPC-B","Clcf1_Lifr",20.5,24.1
"Clcf1_Lifr",0.064208764182326,0.938,1,"DAM-A","OPC-B","3dpi","Clcf1","Lifr",0.0676832683175159,0.0607342600471361,0.075,0.102,"DAM-A_OPC-B","Clcf1_Lifr",28.8,24.1
"Clcf1_Lifr",0.0531361721494917,0.991,1,"DAM-B","OPC-B","3dpi","Clcf1","Lifr",0.0455380842518473,0.0607342600471361,0.066,0.102,"DAM-B_OPC-B","Clcf1_Lifr",38.5,24.1
"Clcf1_Lifr",0.0366761016514742,1,1,"DAM-C","OPC-B","3dpi","Clcf1","Lifr",0.0126179432558123,0.0607342600471361,0.028,0.102,"DAM-C_OPC-B","Clcf1_Lifr",22.6,24.1
"Clcf1_Lifr",0.0841167902935521,0.447,1,"Fibroblast","OPC-B","3dpi","Clcf1","Lifr",0.107499320539968,0.0607342600471361,0.133,0.102,"Fibroblast_OPC-B","Clcf1_Lifr",18.7,24.1
"Clcf1_Lifr",0.147351032001033,0,0.999,"Astroependymal","OPC-B","3dpi","Clcf1","Lifr",0.233967803954929,0.0607342600471361,0.262,0.102,"Astroependymal_OPC-B","Clcf1_Lifr",16.2,24.1
"Clcf1_Lifr",0.0325965814994389,1,1,"OPC-A","OPC-B","3dpi","Clcf1","Lifr",0.00445890295174162,0.0607342600471361,0.003,0.102,"OPC-A_OPC-B","Clcf1_Lifr",16.6,24.1
"Clcf1_Lifr",0.0438121370758925,0.999,1,"OPC-B","OPC-B","3dpi","Clcf1","Lifr",0.0268900141046488,0.0607342600471361,0.048,0.102,"OPC-B_OPC-B","Clcf1_Lifr",24.1,24.1
"Clcf1_Lifr",0.0471061549405759,1,1,"Monocyte","Oligodendrocyte","3dpi","Clcf1","Lifr",0.0407031556721174,0.0535091542090344,0.035,0.07,"Monocyte_Oligodendrocyte","Clcf1_Lifr",33.2,24.2
"Clcf1_Lifr",0.0356125713797973,1,1,"Macrophage-A","Oligodendrocyte","3dpi","Clcf1","Lifr",0.0177159885505603,0.0535091542090344,0.026,0.07,"Macrophage-A_Oligodendrocyte","Clcf1_Lifr",58.1,24.2
"Clcf1_Lifr",0.0296728054054749,1,1,"Macrophage-B","Oligodendrocyte","3dpi","Clcf1","Lifr",0.00583645660191546,0.0535091542090344,0.008,0.07,"Macrophage-B_Oligodendrocyte","Clcf1_Lifr",51,24.2
"Clcf1_Lifr",0.0558868079535279,1,1,"H-Microglia","Oligodendrocyte","3dpi","Clcf1","Lifr",0.0582644616980215,0.0535091542090344,0.058,0.07,"H-Microglia_Oligodendrocyte","Clcf1_Lifr",20.5,24.2
"Clcf1_Lifr",0.0605962112632751,0.987,1,"DAM-A","Oligodendrocyte","3dpi","Clcf1","Lifr",0.0676832683175159,0.0535091542090344,0.075,0.07,"DAM-A_Oligodendrocyte","Clcf1_Lifr",28.8,24.2
"Clcf1_Lifr",0.0495236192304408,1,1,"DAM-B","Oligodendrocyte","3dpi","Clcf1","Lifr",0.0455380842518473,0.0535091542090344,0.066,0.07,"DAM-B_Oligodendrocyte","Clcf1_Lifr",38.5,24.2
"Clcf1_Lifr",0.0330635487324233,1,1,"DAM-C","Oligodendrocyte","3dpi","Clcf1","Lifr",0.0126179432558123,0.0535091542090344,0.028,0.07,"DAM-C_Oligodendrocyte","Clcf1_Lifr",22.6,24.2
"Clcf1_Lifr",0.0805042373745012,0.536,1,"Fibroblast","Oligodendrocyte","3dpi","Clcf1","Lifr",0.107499320539968,0.0535091542090344,0.133,0.07,"Fibroblast_Oligodendrocyte","Clcf1_Lifr",18.7,24.2
"Clcf1_Lifr",0.143738479081982,0,0.999,"Astroependymal","Oligodendrocyte","3dpi","Clcf1","Lifr",0.233967803954929,0.0535091542090344,0.262,0.07,"Astroependymal_Oligodendrocyte","Clcf1_Lifr",16.2,24.2
"Clcf1_Lifr",0.028984028580388,1,1,"OPC-A","Oligodendrocyte","3dpi","Clcf1","Lifr",0.00445890295174162,0.0535091542090344,0.003,0.07,"OPC-A_Oligodendrocyte","Clcf1_Lifr",16.6,24.2
"Clcf1_Lifr",0.0401995841568416,1,1,"OPC-B","Oligodendrocyte","3dpi","Clcf1","Lifr",0.0268900141046488,0.0535091542090344,0.048,0.07,"OPC-B_Oligodendrocyte","Clcf1_Lifr",24.1,24.2
"Clcf1_Lifr",0.0713891323305034,0.642,1,"Monocyte","Pericyte","7dpi","Clcf1","Lifr",0.0151968640885891,0.127581400572418,0.016,0.098,"Monocyte_Pericyte","Clcf1_Lifr",8.5,11
"Clcf1_Lifr",0.0655282655456088,0.734,1,"Macrophage-A","Pericyte","7dpi","Clcf1","Lifr",0.00347513051879984,0.127581400572418,0.006,0.098,"Macrophage-A_Pericyte","Clcf1_Lifr",19.5,11
"Clcf1_Lifr",0.0670586921558041,0.721,1,"Macrophage-B","Pericyte","7dpi","Clcf1","Lifr",0.00653598373919049,0.127581400572418,0.008,0.098,"Macrophage-B_Pericyte","Clcf1_Lifr",47.3,11
"Clcf1_Lifr",0.113998853976899,0.102,1,"H-Microglia","Pericyte","7dpi","Clcf1","Lifr",0.10041630738138,0.127581400572418,0.082,0.098,"H-Microglia_Pericyte","Clcf1_Lifr",33.7,11
"Clcf1_Lifr",0.104069804752322,0.182,1,"DAM-A","Pericyte","7dpi","Clcf1","Lifr",0.0805582089322263,0.127581400572418,0.08,0.098,"DAM-A_Pericyte","Clcf1_Lifr",40.7,11
"Clcf1_Lifr",0.088599023318142,0.358,1,"DAM-B","Pericyte","7dpi","Clcf1","Lifr",0.0496166460638663,0.127581400572418,0.067,0.098,"DAM-B_Pericyte","Clcf1_Lifr",15.2,11
"Clcf1_Lifr",0.0700887804342528,0.677,1,"DAM-C","Pericyte","7dpi","Clcf1","Lifr",0.0125961602960878,0.127581400572418,0.018,0.098,"DAM-C_Pericyte","Clcf1_Lifr",34.2,11
"Clcf1_Lifr",0.0734101195126446,0.629,1,"Fibroblast","Pericyte","7dpi","Clcf1","Lifr",0.0192388384528713,0.127581400572418,0.027,0.098,"Fibroblast_Pericyte","Clcf1_Lifr",34.5,11
"Clcf1_Lifr",0.127787841606282,0.0659999999999999,1,"Astroependymal","Pericyte","7dpi","Clcf1","Lifr",0.127994282640147,0.127581400572418,0.157,0.098,"Astroependymal_Pericyte","Clcf1_Lifr",3.1,11
"Clcf1_Lifr",0.0659615709202279,0.733,1,"OPC-A","Pericyte","7dpi","Clcf1","Lifr",0.00434174126803793,0.127581400572418,0.003,0.098,"OPC-A_Pericyte","Clcf1_Lifr",18.2,11
"Clcf1_Lifr",0.0903863298423352,0.352,1,"OPC-B","Pericyte","7dpi","Clcf1","Lifr",0.0531912591122526,0.127581400572418,0.044,0.098,"OPC-B_Pericyte","Clcf1_Lifr",5.8,11
"Clcf1_Lifr",0.0584547436302349,0.982,1,"Monocyte","Fibroblast","7dpi","Clcf1","Lifr",0.0151968640885891,0.101712623171881,0.016,0.127,"Monocyte_Fibroblast","Clcf1_Lifr",8.5,34.5
"Clcf1_Lifr",0.0525938768453402,1,1,"Macrophage-A","Fibroblast","7dpi","Clcf1","Lifr",0.00347513051879984,0.101712623171881,0.006,0.127,"Macrophage-A_Fibroblast","Clcf1_Lifr",19.5,34.5
"Clcf1_Lifr",0.0541243034555356,0.997,1,"Macrophage-B","Fibroblast","7dpi","Clcf1","Lifr",0.00653598373919049,0.101712623171881,0.008,0.127,"Macrophage-B_Fibroblast","Clcf1_Lifr",47.3,34.5
"Clcf1_Lifr",0.10106446527663,0.033,1,"H-Microglia","Fibroblast","7dpi","Clcf1","Lifr",0.10041630738138,0.101712623171881,0.082,0.127,"H-Microglia_Fibroblast","Clcf1_Lifr",33.7,34.5
"Clcf1_Lifr",0.0911354160520535,0.167,1,"DAM-A","Fibroblast","7dpi","Clcf1","Lifr",0.0805582089322263,0.101712623171881,0.08,0.127,"DAM-A_Fibroblast","Clcf1_Lifr",40.7,34.5
"Clcf1_Lifr",0.0756646346178735,0.698,1,"DAM-B","Fibroblast","7dpi","Clcf1","Lifr",0.0496166460638663,0.101712623171881,0.067,0.127,"DAM-B_Fibroblast","Clcf1_Lifr",15.2,34.5
"Clcf1_Lifr",0.0571543917339842,0.989,1,"DAM-C","Fibroblast","7dpi","Clcf1","Lifr",0.0125961602960878,0.101712623171881,0.018,0.127,"DAM-C_Fibroblast","Clcf1_Lifr",34.2,34.5
"Clcf1_Lifr",0.060475730812376,0.972,1,"Fibroblast","Fibroblast","7dpi","Clcf1","Lifr",0.0192388384528713,0.101712623171881,0.027,0.127,"Fibroblast_Fibroblast","Clcf1_Lifr",34.5,34.5
"Clcf1_Lifr",0.114853452906014,0.0590000000000001,1,"Astroependymal","Fibroblast","7dpi","Clcf1","Lifr",0.127994282640147,0.101712623171881,0.157,0.127,"Astroependymal_Fibroblast","Clcf1_Lifr",3.1,34.5
"Clcf1_Lifr",0.0530271822199593,0.996,1,"OPC-A","Fibroblast","7dpi","Clcf1","Lifr",0.00434174126803793,0.101712623171881,0.003,0.127,"OPC-A_Fibroblast","Clcf1_Lifr",18.2,34.5
"Clcf1_Lifr",0.0774519411420666,0.534,1,"OPC-B","Fibroblast","7dpi","Clcf1","Lifr",0.0531912591122526,0.101712623171881,0.044,0.127,"OPC-B_Fibroblast","Clcf1_Lifr",5.8,34.5
"Clcf1_Lifr",0.0384257752310522,0.978,1,"Monocyte","Astroependymal","7dpi","Clcf1","Lifr",0.0151968640885891,0.0616546863735154,0.016,0.078,"Monocyte_Astroependymal","Clcf1_Lifr",8.5,3.1
"Clcf1_Lifr",0.0325649084461576,0.992,1,"Macrophage-A","Astroependymal","7dpi","Clcf1","Lifr",0.00347513051879984,0.0616546863735154,0.006,0.078,"Macrophage-A_Astroependymal","Clcf1_Lifr",19.5,3.1
"Clcf1_Lifr",0.0340953350563529,0.997,1,"Macrophage-B","Astroependymal","7dpi","Clcf1","Lifr",0.00653598373919049,0.0616546863735154,0.008,0.078,"Macrophage-B_Astroependymal","Clcf1_Lifr",47.3,3.1
"Clcf1_Lifr",0.0810354968774475,0.475,1,"H-Microglia","Astroependymal","7dpi","Clcf1","Lifr",0.10041630738138,0.0616546863735154,0.082,0.078,"H-Microglia_Astroependymal","Clcf1_Lifr",33.7,3.1
